FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast
Jermain,Defoe,FWD,SUN,7600000,2,74,5.7,7.5e-07,9.73684210526316e-06,0,464912,0,22,0,0,0,7,0,9.9,20039,6,-1,74,-6,1.1,0,8.3,14,0,1,0,2,20.3,1011622,0,595,0,4,1162,91401,1,0,228,Leicester,Swansea,Chelsea,Watford,Man Utd,8.6,7.2,7.2,7.8,6.3,6.2,8.6,7.5,6.7,8.1,7.3,7.9,5.8,8.0,7.1,8.6,6.6,6.2,7.6,8.4,6.6,8.4,7.1,7.9,5.5
Steven,Defour,MID,BUR,5900000,2,38,0.9743589743589741,1.65145588874402e-07,6.44067796610169e-06,0,24627,1,10,0,0,0,1,0,6.4,564,-1,1,38,1,0.3,0,1.7,6,0,3,0,3,0.3,28330,0,0,0,0,628,304,-1,0,164,Stoke,Bournemouth,West Ham,Tottenham,Middlesbrough,0.5,0.6,0.5,0.5,0.5,0.8,0.5,0.5,0.5,0.8,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Damien,Delaney,DEF,CRY,4800000,0,18,1.8,3.75e-07,3.75e-06,0,26559,2,14,0,0,0,0,0,3.7,990,-2,1,18,2,0.0,0,0.0,0,0,1,0,0,0.6,7494,0,366,0,0,846,64,-1,0,134,Southampton,Hull City,Man Utd,Chelsea,Watford,1.5,1.5,1.0,1.2,1.4,2.2,1.2,2.0,1.5,1.4,1.2,2.0,1.1,1.5,1.5,1.3,1.1,1.4,1.9,1.2,1.9,1.6,1.1,1.4,1.0
Fabian,Delph,MID,MCI,4700000,0,2,0.0512820512820513,1.0911074740862e-08,4.25531914893617e-07,0,6283,0,1,0,0,0,0,0,0.4,44,-3,0,2,3,0.0,0,0.0,0,0,0,0,0,0.1,1339,0,156,0,0,30,10,0,0,4,Chelsea,Leicester,Watford,Arsenal,Hull City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mousa,Dembele,MID,TOT,5400000,1,18,0.46153846153846206,8.54700854700855e-08,3.3333333333333304e-06,0,8938,3,7,0,0,0,0,0,3.3,827,-1,0,18,1,0.6,0,3.3,3,0,2,0,1,0.3,12640,0,473,0,0,522,2491,0,0,111,Swansea,Man Utd,Hull City,Burnley,Southampton,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Jason,Denayer,DEF,SUN,4700000,1,12,0.307692307692308,6.54664484451719e-08,2.5531914893617e-06,0,2768,1,4,0,0,0,0,0,2.6,36,-3,0,12,3,0.6,0,2.7,0,0,1,0,0,0.1,835,0,0,0,0,386,120,0,0,70,Leicester,Swansea,Chelsea,Watford,Man Utd,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Memphis,Depay,MID,MUN,7100000,0,3,0.0769230769230769,1.08342361863489e-08,4.2253521126760605e-07,0,6761,1,1,0,0,0,0,0,0.4,90,-4,1,3,4,0.0,0,0.0,0,0,0,0,0,0.2,766,0,259,0,0,24,30,-1,0,6,Everton,Tottenham,Crystal Palace,West Brom,Sunderland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gerard,Deulofeu,MID,EVE,6000000,1,11,0.282051282051282,4.7008547008547005e-08,1.8333333333333301e-06,0,126175,0,3,0,0,0,0,0,1.8,587,-5,0,11,5,0.1,0,0.7,0,0,0,0,0,1.0,18017,0,283,0,0,344,52,0,0,39,Man Utd,Watford,Arsenal,Liverpool,Leicester,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Mohamed,Diame,MID,HUL,5500000,0,0,0.0,0.0,0.0,0,630,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,71,0,0,0,0,0,3,0,0,0,Middlesbrough,Crystal Palace,Tottenham,West Ham,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eric,Dier,MID,TOT,5100000,2,23,1.9,3.72549019607843e-07,4.50980392156863e-06,0,359009,2,9,0,0,0,0,0,4.5,3584,-4,0,23,4,0.3,0,1.7,0,0,4,0,0,5.1,20872,0,526,0,0,901,1067,0,0,125,Swansea,Man Utd,Hull City,Burnley,Southampton,1.3,1.1,1.3,1.9,1.0,1.1,1.1,1.3,1.0,1.3,1.4,1.0,1.2,1.7,1.0,1.4,1.0,1.1,1.5,1.7,1.1,1.0,1.0,1.5,1.0
Adama,Diomande,FWD,HUL,4600000,0,20,2.0,4.3478260869565203e-07,4.34782608695652e-06,0,317550,1,9,0,0,0,1,0,4.3,14952,1,0,20,-1,0.0,0,0.0,2,0,2,0,0,4.7,381921,0,0,0,0,552,2126,0,0,62,Middlesbrough,Crystal Palace,Tottenham,West Ham,Man City,1.7,1.8,1.3,1.7,1.7,1.9,1.6,1.8,1.2,1.4,1.9,1.5,2.1,1.4,1.8,1.3,2.0,1.4,1.8,1.7,1.5,1.3,2.0,2.0,1.7
Mame Biram,Diouf,FWD,STK,5700000,2,12,1.5,2.6315789473684203e-07,2.10526315789474e-06,0,25737,0,9,0,0,0,0,0,2.1,528,-3,0,12,3,0.2,0,1.0,0,0,1,0,0,0.4,10691,0,245,0,0,377,523,0,0,46,Burnley,Arsenal,Southampton,Leicester,Liverpool,1.3,1.0,0.9,1.3,0.9,0.8,0.9,1.1,0.8,1.2,1.0,1.1,0.9,0.8,1.2,0.8,0.9,0.9,1.2,1.3,1.4,1.2,0.8,0.8,0.9
Brice,Dja Djedje,DEF,WAT,4400000,0,0,0.0,0.0,0.0,0,1067,0,0,0,0,0,0,0,0.0,11,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,76,0,0,0,0,0,1,0,0,0,West Brom,Everton,Man City,Sunderland,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Papy,Djilobodji,DEF,SUN,4300000,0,11,1.2,2.7906976744186e-07,2.55813953488372e-06,0,7508,2,16,0,0,0,0,0,2.6,136,-2,0,11,2,0.4,0,1.7,0,0,1,0,0,0.2,3135,0,0,0,0,767,162,0,1,122,Leicester,Swansea,Chelsea,Watford,Man Utd,0.7,0.6,0.7,0.8,0.6,0.6,1.4,1.0,0.6,0.9,0.7,0.9,0.6,0.6,0.6,1.0,0.6,0.6,0.6,1.3,1.1,1.2,0.6,0.7,0.6
Abdoulaye,Doucoure,MID,WAT,4600000,0,1,0.0256410256410256,5.57413600891862e-09,2.1739130434782601e-07,0,818,0,1,0,0,0,0,0,0.2,12,-4,0,1,4,0.0,0,0.0,0,0,0,0,0,0.0,156,0,0,0,0,7,4,0,0,3,West Brom,Everton,Man City,Sunderland,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stewart,Downing,MID,MID,5200000,0,37,3.1,5.961538461538459e-07,7.115384615384621e-06,0,41955,1,12,0,0,0,1,0,7.1,1438,-3,0,37,3,0.2,0,1.0,3,0,2,0,2,0.5,15177,0,0,0,0,913,1201,0,0,172,Hull City,Southampton,Liverpool,Swansea,Burnley,2.5,2.5,1.8,2.4,2.5,3.0,3.6,3.0,2.4,2.3,2.1,3.0,2.8,3.0,3.6,2.7,3.0,2.9,3.3,1.6,2.3,1.9,2.0,2.6,1.6
Luke,Dreher,MID,CRY,4500000,0,0,0.0,0.0,0.0,0,87,0,0,0,0,0,0,0,0.0,8,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,98,0,0,0,0,0,4,0,0,0,Southampton,Hull City,Man Utd,Chelsea,Watford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daniel,Drinkwater,MID,LEI,5300000,0,31,2.6,4.90566037735849e-07,5.84905660377358e-06,0,283419,1,20,0,0,0,0,0,5.8,13237,-2,0,31,2,0.2,0,1.0,2,0,3,0,1,4.6,66935,0,592,0,0,1068,129,0,0,192,Sunderland,Man City,Bournemouth,Stoke,Everton,0.0,0.0,1.3,1.6,2.9,2.3,1.9,2.0,1.3,1.3,2.6,1.6,1.8,2.4,1.3,1.3,2.2,3.4,1.3,1.5,2.3,1.4,2.6,1.3,2.9
Nathan,Dyer,MID,SWA,4700000,0,2,0.0512820512820513,1.0911074740862e-08,4.25531914893617e-07,0,6598,0,2,0,0,0,0,0,0.4,41,-3,0,2,3,0.1,0,0.3,0,0,0,0,0,0.1,1006,0,64,0,0,16,43,0,0,6,Tottenham,Sunderland,West Brom,Middlesbrough,West Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oviemuno,Ejaria,MID,LIV,4500000,0,1,0.0256410256410256,5.698005698005699e-09,2.22222222222222e-07,0,96,0,0,0,0,0,0,0,0.2,11,0,0,1,0,0.1,0,0.3,0,0,0,0,0,0.0,124,0,0,0,0,4,12,0,0,3,Bournemouth,West Ham,Middlesbrough,Everton,Stoke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ahmed,Elmohamady,MID,HUL,4800000,2,21,1.8,3.75e-07,4.375e-06,0,19091,0,26,0,0,0,0,0,4.4,198,-2,0,21,2,0.4,0,2.0,0,0,1,0,0,0.2,6426,0,0,0,0,1018,79,0,1,169,Middlesbrough,Crystal Palace,Tottenham,West Ham,Man City,1.4,0.9,0.9,0.9,0.9,1.4,1.0,1.4,0.9,1.2,0.9,0.9,1.5,1.1,1.1,0.9,1.1,1.2,0.9,1.2,1.2,0.9,1.7,1.1,1.0
Mohamed,Elneny,MID,ARS,4600000,2,17,0.43589743589743607,9.47603121516165e-08,3.69565217391304e-06,0,27087,0,8,0,0,0,0,0,3.7,697,-4,0,17,4,0.3,0,1.3,0,0,1,0,1,0.5,8149,0,134,0,0,446,387,0,0,99,West Ham,Stoke,Everton,Man City,West Brom,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Marvin,Emnes,FWD,SWA,4400000,0,0,0.0,0.0,0.0,0,19242,0,0,0,0,0,0,0,0.0,830,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.4,12521,0,4,0,0,0,436,0,0,0,Tottenham,Sunderland,West Brom,Middlesbrough,West Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Christian,Eriksen,MID,TOT,8200000,10,47,3.9,4.7560975609756096e-07,5.73170731707317e-06,0,329261,0,10,0,0,0,1,0,5.8,2566,-3,-1,47,3,0.6,0,4.7,5,0,4,0,3,6.0,140238,0,738,0,0,1043,67974,1,0,179,Swansea,Man Utd,Hull City,Burnley,Southampton,4.1,3.5,4.1,5.2,2.9,3.5,3.5,3.9,2.6,4.1,4.4,2.0,3.8,4.9,3.3,4.3,3.0,3.6,4.4,4.8,3.5,2.9,2.7,4.5,3.4
Jonny,Evans,DEF,WBA,4500000,1,28,2.3,5.11111111111111e-07,6.22222222222222e-06,0,193949,6,14,0,0,0,0,0,6.2,4725,0,0,28,0,0.7,0,3.0,2,0,3,0,0,7.1,176425,0,343,0,1,1080,3570,0,0,184,Watford,Chelsea,Swansea,Man Utd,Arsenal,2.1,1.6,1.8,1.5,3.0,2.0,2.1,1.8,1.9,2.0,2.4,2.7,2.8,2.1,1.5,2.8,1.4,2.0,2.4,3.2,1.6,1.9,1.6,1.8,2.0
Lukasz,Fabianski,GLK,SWA,5000000,0,41,3.2,6.4e-07,8.2e-06,0,91750,0,26,0,38,0,0,0,8.2,5495,0,0,41,0,0.3,0,1.7,5,0,2,0,0,4.6,131700,0,366,1,0,1170,838,0,0,231,Tottenham,Sunderland,West Brom,Middlesbrough,West Ham,3.1,3.0,3.6,3.4,4.4,4.2,3.8,4.0,4.0,3.7,2.8,3.0,2.8,3.8,3.6,3.4,2.8,3.5,4.2,3.4,3.8,2.6,3.7,2.7,3.4
,Fabio,DEF,MID,4400000,1,3,0.0769230769230769,1.74825174825175e-08,6.81818181818182e-07,0,810,0,3,0,0,0,0,0,0.7,70,-1,0,3,1,0.2,0,1.0,0,0,0,0,0,0.0,1325,0,0,0,0,160,415,0,0,28,Hull City,Southampton,Liverpool,Swansea,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cesc,Fabregas,MID,CHE,6900000,0,7,0.179487179487179,2.60126347082869e-08,1.01449275362319e-06,0,212156,0,3,0,0,0,0,0,1.0,611,-6,0,7,6,0.0,0,0.0,0,0,0,0,1,1.6,25276,0,617,0,0,89,128,0,0,41,Man City,West Brom,Sunderland,Crystal Palace,Bournemouth,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Adam,Federici,GLK,BOU,4400000,1,8,0.20512820512820498,4.6620046620046605e-08,1.81818181818182e-06,0,1988,1,3,0,5,0,0,0,1.8,124,-1,0,8,1,0.6,0,2.7,1,0,1,0,0,0.1,1367,0,31,0,0,180,294,0,0,37,Liverpool,Burnley,Leicester,Southampton,Chelsea,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Sofiane,Feghouli,MID,WHU,5000000,1,5,0.12820512820512803,2.56410256410256e-08,1e-06,0,133575,1,3,0,0,0,0,0,1.0,420,-5,1,5,5,0.1,0,0.7,0,0,0,0,0,0.7,6629,0,0,0,0,134,49,-1,0,22,Arsenal,Liverpool,Burnley,Hull City,Swansea,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Marouane,Fellaini,MID,MUN,5800000,0,15,1.5,2.58620689655172e-07,2.58620689655172e-06,0,16516,5,9,0,0,0,0,0,2.6,197,-2,0,15,2,0.1,0,0.7,0,0,3,0,0,0.3,10127,0,164,0,0,699,67,0,0,119,Everton,Tottenham,Crystal Palace,West Brom,Sunderland,0.8,0.8,0.8,0.8,1.4,0.9,0.8,0.8,0.8,0.8,0.8,0.9,0.8,1.1,0.8,1.0,0.8,1.1,1.0,0.8,0.8,0.8,0.8,0.8,0.8
Leroy,Fer,MID,SWA,5100000,14,58,4.8,9.411764705882351e-07,1.13725490196078e-05,0,378807,2,20,0,0,0,6,0,11.6,4605,1,-1,58,-1,1.1,0,5.7,5,0,2,0,0,9.1,600758,0,107,0,2,969,70166,1,0,228,Tottenham,Sunderland,West Brom,Middlesbrough,West Ham,4.2,6.7,5.1,6.2,4.9,5.9,5.3,3.5,3.0,5.2,4.3,6.7,4.0,6.2,5.4,4.5,5.3,4.8,4.5,5.5,4.6,5.5,5.9,6.2,4.7
Edimilson,Fernandes,MID,WHU,4900000,0,7,0.179487179487179,3.66300366300366e-08,1.4285714285714301e-06,0,435,2,5,0,0,0,0,0,1.4,32,-1,0,7,1,0.1,0,0.3,0,0,1,0,0,0.0,543,0,0,0,0,241,9,0,0,23,Arsenal,Liverpool,Burnley,Hull City,Swansea,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Federico,Fernandez,DEF,SWA,4300000,0,11,1.4,3.25581395348837e-07,2.55813953488372e-06,0,50279,3,15,0,0,0,0,0,2.6,1245,-2,0,11,2,0.2,0,0.7,0,0,1,0,0,1.4,8757,0,333,0,0,720,170,0,0,116,Tottenham,Sunderland,West Brom,Middlesbrough,West Ham,0.8,0.8,1.0,0.9,1.5,1.3,1.1,1.3,1.3,1.0,0.7,0.8,0.7,1.1,1.0,0.9,0.7,1.0,1.4,0.9,1.1,0.7,1.0,0.7,0.9
,Fernandinho,MID,MCI,5400000,6,36,2.8,5.185185185185179e-07,6.66666666666667e-06,0,89980,3,12,0,0,0,1,0,6.7,1560,-1,0,36,1,0.6,0,3.3,3,0,2,0,1,1.9,63147,0,417,0,0,1170,4131,0,0,222,Chelsea,Leicester,Watford,Arsenal,Hull City,1.8,2.3,2.5,1.5,2.3,1.4,3.0,1.8,2.2,1.8,2.2,1.8,2.5,2.8,2.1,1.7,1.7,1.5,2.3,2.0,2.1,2.8,2.0,3.3,2.4
,Fernando,MID,MCI,4700000,3,10,0.25641025641025605,5.4555373704309905e-08,2.12765957446809e-06,0,11404,1,3,0,0,0,0,0,2.1,172,-3,0,10,3,0.3,0,1.3,1,0,1,0,0,0.2,4565,0,236,0,0,301,408,0,0,61,Chelsea,Leicester,Watford,Arsenal,Hull City,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Sam,Field,MID,WBA,4400000,0,4,0.102564102564103,2.3310023310023302e-08,9.09090909090909e-07,0,460,1,1,0,0,0,0,0,0.9,19,-1,0,4,1,0.0,0,0.0,0,0,1,0,0,0.0,486,0,0,0,0,165,13,0,0,27,Watford,Chelsea,Swansea,Man Utd,Arsenal,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Roberto,Firmino,MID,LIV,8800000,3,73,6.1,6.93181818181818e-07,8.29545454545455e-06,0,434174,1,13,0,0,0,5,0,8.3,91876,3,0,73,-3,0.8,0,7.0,7,0,3,0,5,18.6,771893,0,522,0,3,1064,74814,0,0,251,Bournemouth,West Ham,Middlesbrough,Everton,Stoke,0.0,7.9,7.5,5.3,7.5,6.7,6.7,6.6,7.9,7.0,6.4,7.7,6.4,6.1,9.1,5.1,8.9,8.9,6.6,6.0,7.4,6.6,8.2,5.3,8.3
Viktor,Fischer,MID,MID,4900000,1,11,0.282051282051282,5.75614861329147e-08,2.24489795918367e-06,0,41395,0,4,0,0,0,0,0,2.2,157,-6,0,11,6,0.2,0,1.0,0,0,0,0,1,0.2,1183,0,0,0,0,171,25,0,0,32,Hull City,Southampton,Liverpool,Swansea,Burnley,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Mathieu,Flamini,MID,CRY,4300000,0,2,0.0512820512820513,1.1926058437686298e-08,4.65116279069767e-07,0,1739,0,1,0,0,0,0,0,0.5,174,-2,0,2,2,0.0,0,0.0,0,0,0,0,0,0.0,2484,0,0,0,0,20,319,0,0,7,Southampton,Hull City,Man Utd,Chelsea,Watford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jon,Flanagan,DEF,BUR,4300000,0,2,0.0512820512820513,1.1926058437686298e-08,4.65116279069767e-07,0,14099,1,2,0,0,0,0,0,0.5,434,-2,0,2,2,0.1,0,0.3,0,0,0,0,0,0.3,3067,0,67,0,0,145,101,0,0,22,Stoke,Bournemouth,West Ham,Tottenham,Middlesbrough,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ashley,Fletcher,FWD,WHU,5000000,1,8,1.0,2e-07,1.6e-06,0,6497,1,5,0,0,0,0,0,1.6,392,0,0,8,0,0.1,0,0.7,0,0,0,0,0,0.2,8675,0,0,0,0,209,585,0,0,8,Arsenal,Liverpool,Burnley,Hull City,Swansea,0.5,0.5,0.8,0.8,0.6,0.5,0.5,0.7,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.8,0.7,0.5,0.7,0.5,0.7,0.5,0.6,0.7,0.5
Darren,Fletcher,MID,WBA,4400000,3,35,2.7,6.13636363636364e-07,7.95454545454546e-06,0,331317,0,12,0,0,0,1,0,8.0,6706,-1,0,35,1,1.0,0,4.3,0,0,5,0,0,8.3,134802,0,403,0,0,1084,17060,0,0,143,Watford,Chelsea,Swansea,Man Utd,Arsenal,2.3,1.5,2.1,2.4,1.6,1.8,2.1,1.6,3.2,2.6,1.9,1.7,2.6,1.9,1.7,1.4,2.3,2.2,2.3,1.6,1.6,3.2,1.9,1.7,2.3
Jose,Fonte,DEF,SOU,5400000,6,45,3.8,7.037037037037041e-07,8.33333333333333e-06,0,103102,1,11,0,0,0,0,0,8.3,3374,-1,0,45,1,0.9,0,5.0,6,0,5,0,0,4.8,85499,0,487,0,0,1080,17808,0,0,235,Crystal Palace,Middlesbrough,Stoke,Bournemouth,Tottenham,4.4,4.1,5.0,3.9,4.9,4.7,3.1,3.2,4.4,3.9,5.6,3.0,5.2,3.9,3.7,3.5,5.6,4.7,4.1,3.9,3.2,4.7,4.3,3.9,5.1
Adam,Forshaw,MID,MID,4500000,6,30,2.3,5.11111111111111e-07,6.66666666666667e-06,0,4477,2,13,0,0,0,0,0,6.7,305,0,0,30,0,0.7,0,3.0,1,0,3,0,1,0.2,8224,0,0,0,0,1059,2524,0,0,185,Hull City,Southampton,Liverpool,Swansea,Burnley,1.5,1.5,1.2,1.5,1.5,1.9,2.4,1.9,1.5,1.4,1.3,1.9,1.7,1.9,2.4,1.7,1.9,1.8,2.1,1.2,1.4,1.2,1.2,1.6,1.2
Fraser,Forster,GLK,SOU,5000000,6,43,3.3,6.6e-07,8.599999999999999e-06,0,99546,2,12,0,18,0,0,0,8.6,1779,0,0,43,0,0.9,0,4.3,0,0,5,0,0,4.8,92101,0,233,0,0,1170,21007,0,0,194,Crystal Palace,Middlesbrough,Stoke,Bournemouth,Tottenham,3.6,3.3,4.2,3.1,4.0,3.9,2.5,2.5,3.6,3.1,4.8,2.4,4.5,3.2,3.0,2.9,4.7,3.9,3.3,3.1,2.5,3.9,3.8,3.2,4.3
Ben,Foster,GLK,WBA,4700000,3,45,3.5,7.4468085106383e-07,9.57446808510638e-06,0,199429,0,16,0,42,0,0,0,9.6,5494,2,0,45,-2,0.8,0,3.7,3,0,3,0,0,15.8,468396,0,129,0,1,1170,30986,0,0,238,Watford,Chelsea,Swansea,Man Utd,Arsenal,3.9,3.1,3.5,3.0,4.8,3.7,4.0,3.4,3.6,3.8,4.4,4.4,4.9,4.0,3.0,4.5,2.9,3.8,4.3,5.1,3.1,3.6,3.1,3.5,3.8
Timothy,Fosu-Mensah,DEF,MUN,4200000,0,1,0.0256410256410256,6.10500610500611e-09,2.38095238095238e-07,0,7104,0,0,0,0,0,0,0,0.2,190,-3,0,1,3,0.1,0,0.3,0,0,0,0,0,0.2,2291,0,40,0,0,1,66,0,0,2,Everton,Tottenham,Crystal Palace,West Brom,Sunderland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Simon,Francis,DEF,BOU,4600000,0,36,2.8,6.08695652173913e-07,7.82608695652174e-06,0,42951,2,19,0,0,0,0,0,7.8,3415,1,0,36,-1,0.5,0,2.3,3,0,4,0,0,2.8,100576,0,462,0,1,1170,7234,0,0,262,Liverpool,Burnley,Leicester,Southampton,Chelsea,4.2,1.7,3.0,3.5,1.7,2.1,4.0,2.3,3.2,3.3,1.6,2.6,2.3,1.5,4.2,2.9,2.1,2.9,2.9,1.9,2.8,1.6,3.6,3.6,1.4
Ryan,Fraser,MID,BOU,4900000,0,8,0.20512820512820498,4.18628990057562e-08,1.63265306122449e-06,0,275,0,1,0,0,0,0,0,1.6,4,-1,0,8,1,0.1,0,0.3,0,0,1,0,0,0.0,302,0,0,0,0,215,10,0,0,24,Liverpool,Burnley,Leicester,Southampton,Chelsea,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
George,Friend,DEF,MID,4500000,0,35,3.5,7.77777777777778e-07,7.777777777777781e-06,0,175985,1,12,0,0,0,0,0,7.8,16796,0,0,35,0,0.5,0,2.3,5,0,2,0,2,3.6,106090,0,0,0,0,900,695,0,0,199,Hull City,Southampton,Liverpool,Swansea,Burnley,3.7,4.0,4.9,3.3,3.3,3.1,3.4,4.0,4.7,3.7,3.6,4.1,4.4,5.0,3.4,2.8,4.0,4.2,4.2,4.3,3.9,2.9,3.3,4.1,4.5
Dael,Fry,DEF,MID,4000000,0,0,0.0,0.0,0.0,0,59337,0,0,0,0,0,0,0,0.0,672,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.7,3285,0,0,0,0,0,12,0,0,0,Hull City,Southampton,Liverpool,Swansea,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
