FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW8Forecast,GW9Forecast,GW10Forecast,GW11Forecast,GW12Forecast,GW13Forecast,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
,Lee Chung-yong,MID,CRY,4400000,0,3,0.14285714285714302,3.24675324675325e-08,6.81818181818182e-07,0,20608,0,2,0,0,0,0,0,0.7,2772,-1,0,3,1,0.0,0,0.0,0,0,0,0,0,0.7,40655,0,0,0,0,109,874,0,0,8,Chelsea,Newcastle,West Ham,Tottenham,Everton,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,4.2
Adam,Legzdins,GLK,BUR,4000000,0,0,0.0,0.0,0.0,0,1290,0,0,0,0,0,0,0,0.0,343,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,5910,0,0,0,0,0,941,0,0,0,West Ham,Man City,Newcastle,Southampton,Swansea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Florian,Lejeune,DEF,NEW,4400000,0,1,0.0476190476190476,1.08225108225108e-08,2.2727272727272702e-07,0,26566,0,0,0,0,0,0,0,0.2,1063,-1,0,1,1,0.0,0,0.0,0,0,0,0,0,0.2,1307,0,0,0,0,33,78,0,0,4,Southampton,Crystal Palace,Burnley,Bournemouth,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3
Jonathan,Leko,MID,WBA,4500000,0,0,0.0,0.0,0.0,0,3410,0,0,0,0,0,0,0,0.0,209,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,562,0,0,0,0,0,10,0,0,0,Leicester,Southampton,Man City,Huddersfield,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mario,Lemina,MID,SOU,5000000,2,12,0.5714285714285711,1.1428571428571401e-07,2.4e-06,0,11451,0,4,0,0,0,0,0,2.4,1836,0,0,12,0,0.5,0,2.3,0,0,2,0,0,0.3,17339,0,0,0,0,392,3360,0,0,85,Newcastle,West Brom,Brighton,Burnley,Liverpool,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,19.4
Aaron,Lennon,MID,EVE,5400000,0,1,0.0476190476190476,8.81834215167548e-09,1.85185185185185e-07,0,3932,0,0,0,0,0,0,0,0.2,425,-1,0,1,1,0.0,0,0.0,0,0,0,0,0,0.1,1229,0,0,0,0,7,113,0,0,4,Brighton,Arsenal,Leicester,Watford,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3
,Lewis Cook,MID,BOU,4400000,3,3,0.14285714285714302,3.24675324675325e-08,6.81818181818182e-07,0,25060,0,0,0,0,0,0,0,0.7,3860,-1,0,3,1,0.2,0,1.0,0,0,1,0,0,1.0,21672,0,0,0,0,90,8639,0,0,23,Tottenham,Stoke,Chelsea,Newcastle,Huddersfield,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,6.4
Anders,Lindegaard,GLK,BUR,4000000,0,0,0.0,0.0,0.0,0,480,0,0,0,0,0,0,0,0.0,480,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.1,3489,0,0,0,0,0,3489,0,0,0,West Ham,Man City,Newcastle,Southampton,Swansea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Victor,Lindelof,DEF,MUN,4900000,0,0,0.0,0.0,0.0,0,233448,0,0,0,0,0,0,0,0.0,5258,-6,1,0,6,0.0,0,0.0,0,0,0,0,0,1.1,7784,0,0,0,0,0,289,-1,0,0,Liverpool,Huddersfield,Tottenham,Chelsea,Newcastle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jesse,Lingard,MID,MUN,5900000,1,11,0.523809523809524,8.87812752219532e-08,1.8644067796610199e-06,0,13511,0,0,0,0,0,0,0,1.9,1400,-1,0,11,1,0.3,0,1.7,0,0,0,0,2,0.3,6548,0,0,0,0,75,862,0,0,33,Liverpool,Huddersfield,Tottenham,Chelsea,Newcastle,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,13.7
Jake,Livermore,MID,WBA,5000000,0,12,2.0,4e-07,2.4e-06,0,8828,1,6,0,0,0,0,0,2.4,894,0,0,12,0,0.1,0,0.7,0,0,2,0,0,0.2,5680,0,0,0,0,430,190,0,0,47,Leicester,Southampton,Man City,Huddersfield,Chelsea,1.2,1.6,1.0,1.2,1.3,1.5,1.9,2.1,2.2,1.0,1.1,1.0,2.4,2.8,1.0,1.9,1.5,1.0,1.3,1.5,1.5,1.5,2.0,1.3,1.4,1.8,1.0,1.8,1.1,1.0,1.6,10.7
Fernando,Llorente,FWD,TOT,7400000,0,1,0.5,6.75675675675676e-08,1.35135135135135e-07,0,9343,1,0,0,0,0,0,0,0.1,1117,-1,0,1,1,0.0,0,0.3,0,0,0,0,0,0.1,5380,0,0,0,0,17,764,0,0,3,Bournemouth,Liverpool,Man Utd,Crystal Palace,Arsenal,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.7
Hugo,Lloris,GLK,TOT,5500000,6,29,4.1,7.454545454545451e-07,5.2727272727272694e-06,0,186496,0,5,0,9,0,0,0,5.3,23511,0,0,29,0,0.8,0,4.3,0,0,4,0,0,11.9,107135,0,0,0,0,630,7888,0,0,132,Bournemouth,Liverpool,Man Utd,Crystal Palace,Arsenal,3.9,4.2,3.8,4.3,3.4,4.4,4.0,6.1,4.0,5.1,4.2,5.6,3.2,5.1,5.9,3.4,6.1,2.6,4.3,5.1,6.1,3.7,4.8,3.7,5.8,4.9,2.1,5.4,3.1,5.5,3.0,8.7
Ruben,Loftus-Cheek,MID,CRY,4500000,0,8,0.38095238095238104,8.46560846560847e-08,1.77777777777778e-06,0,351996,0,10,0,0,0,0,0,1.8,41450,0,0,8,0,0.3,0,1.3,0,0,0,0,0,5.9,136419,0,0,0,0,347,8128,0,0,61,Chelsea,Newcastle,West Ham,Tottenham,Everton,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,19.8
Jason,Lokilo,MID,CRY,4400000,0,0,0.0,0.0,0.0,0,10511,0,0,0,0,0,0,0,0.0,1472,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.2,11830,0,0,0,0,0,1271,0,0,0,Chelsea,Newcastle,West Ham,Tottenham,Everton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joe,Lolley,MID,HUD,4400000,0,0,0.0,0.0,0.0,0,2726,0,0,0,0,0,0,0,0.0,398,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,2748,0,0,0,0,0,615,0,0,0,Swansea,Man Utd,Liverpool,West Brom,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kevin,Long,DEF,BUR,4000000,0,0,0.0,0.0,0.0,0,72821,0,0,0,0,0,0,0,0.0,8672,0,0,0,0,0.0,0,0.0,0,0,0,0,0,2.2,29865,0,0,0,0,0,2191,0,0,0,West Ham,Man City,Newcastle,Southampton,Swansea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shane,Long,FWD,SOU,5800000,5,10,1.7,2.9310344827586197e-07,1.72413793103448e-06,0,24020,2,3,0,0,0,0,0,1.7,3165,-2,0,10,2,0.4,0,2.3,0,0,1,0,1,0.4,8863,0,0,0,0,319,3031,0,0,18,Newcastle,West Brom,Brighton,Burnley,Liverpool,0.0,1.0,1.3,0.8,1.1,1.3,1.1,1.4,1.5,1.0,1.3,0.8,1.5,0.9,1.5,1.8,0.8,1.3,1.2,1.3,1.3,1.3,1.1,1.5,0.9,0.8,0.8,1.2,1.3,1.5,0.8,22.3
Ademola,Lookman,MID,EVE,5200000,0,0,0.0,0.0,0.0,0,6390,0,0,0,0,0,0,0,0.0,375,-3,0,0,3,0.0,0,0.0,0,0,0,0,0,0.1,751,0,0,0,0,0,141,0,0,0,Brighton,Arsenal,Leicester,Watford,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jonas,Lossl,GLK,HUD,4600000,1,34,4.9,1.06521739130435e-06,7.39130434782609e-06,0,112041,0,7,0,19,0,0,0,7.4,19401,1,0,34,-1,0.7,0,3.3,3,0,4,0,0,8.9,359495,0,0,0,1,630,13949,0,0,151,Swansea,Man Utd,Liverpool,West Brom,Bournemouth,6.6,4.9,4.7,7.0,5.3,4.2,3.5,4.7,7.4,5.0,7.4,7.2,6.6,5.6,4.3,7.4,5.4,6.8,4.1,6.5,6.1,7.1,4.7,6.5,5.3,5.8,5.6,6.5,6.0,4.6,7.4,14.1
Dejan,Lovren,DEF,LIV,5400000,2,9,1.8,3.3333333333333304e-07,1.66666666666667e-06,0,59904,2,6,0,0,0,0,0,1.7,4279,-1,0,9,1,0.1,0,0.7,0,0,1,0,0,0.9,9045,0,0,0,0,361,281,0,0,60,Man Utd,Tottenham,Huddersfield,West Ham,Southampton,1.2,1.3,1.8,0.9,1.5,1.3,0.9,0.9,1.6,2.1,0.9,0.9,1.2,1.4,1.0,1.0,1.1,1.0,1.2,1.3,2.4,1.8,0.9,1.5,1.9,0.9,1.8,0.9,1.9,1.0,2.3,13.6
Chris,Lowe,DEF,HUD,4500000,0,32,4.6,1.02222222222222e-06,7.11111111111111e-06,0,70610,0,4,0,0,0,0,0,7.1,19157,0,0,32,0,0.6,0,2.7,0,0,5,0,0,4.1,225105,0,0,0,0,571,23878,0,0,132,Swansea,Man Utd,Liverpool,West Brom,Bournemouth,6.1,4.4,4.2,6.5,4.8,3.8,3.2,4.3,6.9,4.5,6.9,6.7,6.1,5.1,3.9,6.9,4.9,6.3,3.7,6.0,5.6,6.6,4.3,6.1,4.8,5.5,5.1,5.9,5.5,4.1,6.9,12.4
Matthew,Lowton,DEF,BUR,4500000,6,28,4.0,8.888888888888891e-07,6.22222222222222e-06,0,23383,0,5,0,0,0,0,0,6.2,3756,0,0,28,0,1.0,0,4.7,0,0,3,0,1,1.3,35467,0,0,0,0,630,10936,0,0,127,West Ham,Man City,Newcastle,Southampton,Swansea,5.7,3.6,4.4,5.8,3.1,5.7,4.2,3.4,3.8,4.7,4.8,3.3,3.2,5.0,4.9,5.6,3.3,4.2,2.7,5.3,3.9,4.1,3.8,3.3,4.9,6.0,3.7,4.2,5.7,2.8,4.6,20.0
Leiva,Lucas,MID,LIV,4500000,0,0,0.0,0.0,0.0,0,898,0,0,0,0,0,0,0,0.0,42,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,146,0,0,0,0,0,16,0,0,0,Man Utd,Tottenham,Huddersfield,West Ham,Southampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Romelu,Lukaku,FWD,MUN,11800000,6,50,7.1,6.01694915254237e-07,4.2372881355932194e-06,0,568509,1,2,0,0,0,7,0,4.2,187962,3,0,50,-3,0.7,1,8.3,8,0,6,0,1,58.4,1025211,0,0,0,2,630,100695,0,0,189,Liverpool,Huddersfield,Tottenham,Chelsea,Newcastle,7.6,8.1,7.2,8.7,10.3,10.6,10.5,5.4,8.3,10.6,8.1,8.2,9.0,8.4,8.1,10.6,8.9,9.4,9.2,7.8,7.7,8.9,10.6,6.9,8.1,7.7,10.5,8.1,10.6,7.8,8.5,91.8
Levi,Lumeka,MID,CRY,4500000,0,1,0.0476190476190476,1.05820105820106e-08,2.22222222222222e-07,0,190,0,0,0,0,0,0,0,0.2,52,0,0,1,0,0.0,0,0.0,0,0,0,0,0,0.0,308,0,0,0,0,25,58,0,0,3,Chelsea,Newcastle,West Ham,Tottenham,Everton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3
Niki,Maenpaa,GLK,BHA,4000000,0,0,0.0,0.0,0.0,0,21857,0,0,0,0,0,0,0,0.0,2264,0,0,0,0,0.0,0,0.0,0,0,0,0,0,1.3,18705,0,0,0,0,0,2411,0,0,0,Everton,West Ham,Southampton,Swansea,Stoke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Harry,Maguire,DEF,LEI,5100000,6,33,4.7,9.2156862745098e-07,6.47058823529412e-06,0,158179,0,12,0,0,0,1,0,6.5,19300,1,0,33,-1,0.8,0,4.3,4,0,2,0,2,7.4,375135,0,0,0,1,630,39723,0,0,167,West Brom,Swansea,Everton,Stoke,Man City,7.0,5.7,6.1,4.5,4.4,3.9,5.1,5.7,4.4,6.4,6.7,5.1,6.8,3.8,6.4,5.6,5.7,3.9,4.9,3.7,6.7,6.6,5.2,7.0,5.0,6.4,5.4,5.8,5.7,7.0,6.3,30.6
Riyad,Mahrez,MID,LEI,8500000,1,25,3.6,4.23529411764706e-07,2.94117647058824e-06,0,206548,0,11,0,0,0,0,0,2.9,29980,0,0,25,0,0.2,0,1.7,2,0,1,0,3,3.7,188854,0,0,0,1,525,4536,0,0,84,West Brom,Swansea,Everton,Stoke,Man City,4.2,4.9,5.3,2.5,2.7,2.6,2.7,3.6,3.0,3.8,4.7,3.0,3.6,1.9,3.8,3.8,2.7,3.7,4.2,2.2,4.3,5.1,2.6,5.4,2.3,4.5,3.3,3.4,4.0,5.4,3.6,39.8
Ainsley,Maitland-Niles,MID,ARS,4500000,0,1,0.0476190476190476,1.05820105820106e-08,2.22222222222222e-07,0,272,0,0,0,0,0,0,0,0.2,120,0,0,1,0,0.1,0,0.3,0,0,0,0,0,0.0,503,0,0,0,0,1,153,0,0,3,Watford,Everton,Swansea,Man City,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Scott,Malone,DEF,HUD,4300000,1,1,0.0476190476190476,1.10741971207087e-08,2.3255813953488398e-07,0,5351,0,3,0,0,0,0,0,0.2,322,-2,0,1,2,0.1,0,0.3,0,0,0,0,0,0.1,1242,0,0,0,0,57,248,0,0,14,Swansea,Man Utd,Liverpool,West Brom,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8
Sadio,Mane,MID,LIV,9400000,2,22,1.04761904761905,1.1144883485309e-07,2.34042553191489e-06,0,1270647,1,9,0,0,0,3,0,2.3,157441,-1,0,22,1,0.1,0,0.7,0,0,2,0,0,8.6,506153,0,0,0,0,362,11575,0,1,92,Man Utd,Tottenham,Huddersfield,West Ham,Southampton,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,1.0,0.7,0.5,0.5,0.7,0.8,0.5,0.5,0.6,0.5,0.5,0.5,1.1,0.8,0.5,0.5,0.5,0.5,0.9,0.5,0.7,0.5,0.8,41.0
Eliaquim,Mangala,DEF,MCI,5000000,0,1,0.0476190476190476,9.52380952380952e-09,2e-07,0,3077,0,0,0,0,0,0,0,0.2,491,0,0,1,0,0.0,0,0.0,0,0,0,0,0,0.1,2836,0,0,0,0,19,363,0,0,3,Stoke,Burnley,West Brom,Arsenal,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
Javier,Manquillo,DEF,NEW,4400000,2,18,3.6,8.18181818181818e-07,4.09090909090909e-06,0,38517,0,4,0,0,0,0,0,4.1,4470,-1,1,18,1,0.2,0,0.7,1,0,2,0,0,0.9,20050,0,0,0,0,450,4293,-1,0,80,Southampton,Crystal Palace,Burnley,Bournemouth,Man Utd,4.5,5.1,3.7,4.6,2.1,3.9,3.5,3.8,3.8,4.2,1.8,2.6,2.8,5.4,3.0,3.2,2.4,3.9,4.4,3.4,2.9,2.5,4.0,4.4,4.4,2.3,5.4,2.5,5.0,4.8,3.4,16.0
Solomon,March,MID,BHA,5000000,2,23,3.3,6.6e-07,4.6e-06,0,14039,1,9,0,0,0,1,0,4.6,4527,0,0,23,0,0.8,0,4.0,0,0,2,0,1,0.7,36774,0,0,0,0,597,14402,0,0,96,Everton,West Ham,Southampton,Swansea,Stoke,4.9,1.9,3.2,4.0,3.9,1.6,4.4,4.0,2.3,2.8,3.3,2.5,3.0,2.3,4.7,1.9,3.2,3.0,4.9,1.9,3.9,4.9,2.9,1.6,4.3,3.6,3.1,2.5,2.5,2.8,1.6,36.6
Adrian,Mariappa,DEF,WAT,4000000,1,3,0.8,2e-07,7.5e-07,0,82787,0,9,0,0,0,0,0,0.8,10724,0,0,3,0,0.2,0,0.7,0,0,0,0,0,3.3,63920,0,0,0,0,299,16493,0,0,37,Arsenal,Chelsea,Stoke,Everton,West Ham,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.5,1.0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.6,0.6,0.4,0.4,8.3
Dean,Marney,MID,BUR,4500000,0,0,0.0,0.0,0.0,0,695,0,0,0,0,0,0,0,0.0,73,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,307,0,0,0,0,0,59,0,0,0,West Ham,Man City,Newcastle,Southampton,Swansea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anthony,Martial,MID,MUN,8000000,4,30,1.42857142857143,1.78571428571429e-07,3.75e-06,0,112263,0,0,0,0,0,3,0,3.8,13514,0,0,30,0,0.4,0,3.3,1,0,1,0,2,2.4,140122,0,0,0,0,138,17044,0,0,110,Liverpool,Huddersfield,Tottenham,Chelsea,Newcastle,0.7,0.7,0.7,0.9,1.1,1.1,0.9,0.7,0.7,1.4,0.7,0.7,0.8,0.7,0.9,1.0,0.8,0.9,0.9,0.7,0.7,1.0,1.0,0.7,1.0,0.7,1.0,0.8,1.8,0.7,0.7,40.8
Cuco,Martina,DEF,EVE,4300000,2,5,1.0,2.3255813953488398e-07,1.16279069767442e-06,0,25598,1,9,0,0,0,0,0,1.2,4029,-2,0,5,2,0.3,0,1.3,0,0,0,0,0,0.7,28965,0,0,0,0,390,6892,0,0,61,Brighton,Arsenal,Leicester,Watford,Crystal Palace,0.5,1.0,0.5,0.5,1.0,0.6,1.0,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.8,0.5,0.5,1.3,0.7,0.5,0.9,0.5,0.5,0.7,0.5,0.6,0.5,0.5,0.5,20.1
Damian Emiliano,Martinez,GLK,ARS,4000000,0,0,0.0,0.0,0.0,0,18884,0,0,0,0,0,0,0,0.0,1259,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.7,795,0,0,0,0,0,104,0,0,0,Watford,Everton,Swansea,Man City,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bruno,Martins Indi,DEF,STK,4900000,0,5,1.0,2.04081632653061e-07,1.0204081632653099e-06,0,1407,0,7,0,0,0,0,0,1.0,245,-1,1,5,1,0.1,0,0.7,0,0,0,0,0,0.0,1213,0,0,0,0,301,18,-1,0,59,Man City,Bournemouth,Watford,Leicester,Brighton,0.0,0.0,0.0,0.5,0.5,1.0,0.7,0.5,0.6,0.5,1.0,0.8,0.5,0.5,0.6,0.5,0.6,0.5,0.5,1.0,0.5,0.6,0.5,0.6,0.5,0.5,0.5,0.5,0.5,1.3,0.5,12.3
Brandon,Mason,DEF,WAT,4000000,0,0,0.0,0.0,0.0,0,32884,0,0,0,0,0,0,0,0.0,3910,0,0,0,0,0.0,0,0.0,0,0,0,0,0,1.3,19834,0,0,0,0,0,1708,0,0,0,Arsenal,Chelsea,Stoke,Everton,West Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arthur,Masuaku,DEF,WHU,4400000,4,9,0.42857142857142894,9.74025974025974e-08,2.04545454545455e-06,0,7958,0,2,0,0,0,0,0,2.0,881,-1,0,9,1,0.6,0,2.7,0,0,0,0,2,0.3,6253,0,0,0,0,108,2105,0,0,42,Burnley,Brighton,Crystal Palace,Liverpool,Watford,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,11.4
Juan,Mata,MID,MUN,7000000,10,26,3.7,5.28571428571429e-07,3.71428571428571e-06,0,100767,0,0,0,0,0,1,0,3.7,11264,0,0,26,0,0.8,0,5.3,2,0,6,0,0,3.0,97683,0,0,0,0,446,27714,0,0,114,Liverpool,Huddersfield,Tottenham,Chelsea,Newcastle,2.1,3.3,2.7,4.1,4.6,4.6,3.9,2.4,2.7,5.2,2.9,3.3,3.6,3.4,4.0,4.3,3.6,3.9,3.9,3.3,3.5,4.2,4.4,2.8,4.3,2.4,4.2,3.7,5.6,2.6,2.7,37.6
Nemanja,Matic,MID,MUN,5000000,3,23,3.3,6.6e-07,4.6e-06,0,473319,0,2,0,0,0,0,0,4.6,56049,0,0,23,0,0.8,0,4.0,0,0,6,0,1,15.7,384060,0,0,0,0,630,57805,0,0,123,Liverpool,Huddersfield,Tottenham,Chelsea,Newcastle,1.7,2.7,2.3,3.4,4.0,3.9,3.3,2.0,2.3,4.5,2.4,2.8,3.1,2.9,3.4,3.7,3.0,3.3,3.3,2.7,3.0,3.6,3.7,2.3,3.7,2.0,3.6,3.1,4.9,2.1,2.2,22.0
Joel,Matip,DEF,LIV,5500000,3,18,2.6,4.72727272727273e-07,3.27272727272727e-06,0,88196,1,12,0,0,0,0,0,3.3,9934,0,0,18,0,0.3,0,1.7,1,0,2,0,0,2.3,38575,0,0,0,0,630,1142,0,0,136,Man Utd,Tottenham,Huddersfield,West Ham,Southampton,2.2,2.3,3.0,1.3,2.7,2.3,1.4,1.7,2.8,3.4,1.3,1.3,2.1,2.5,1.8,1.9,2.0,1.8,2.2,2.4,3.8,3.0,1.3,2.6,2.8,1.3,3.1,1.7,3.2,1.9,3.8,21.9
Alfie,Mawson,DEF,SWA,5000000,2,23,3.3,6.6e-07,4.6e-06,0,24257,0,8,0,0,0,0,0,4.6,3400,0,0,23,0,0.6,0,3.0,0,0,3,0,0,1.0,13712,0,0,0,0,630,749,0,0,129,Huddersfield,Leicester,Arsenal,Brighton,Burnley,2.8,2.2,2.3,3.9,4.1,3.0,4.2,3.5,3.4,1.6,3.1,3.6,3.0,4.9,1.9,3.5,3.2,3.9,2.8,2.3,4.0,3.9,4.1,2.4,2.6,4.0,2.6,3.0,2.0,3.4,3.0,15.5
