FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW1Forecast,GW2Forecast,GW3Forecast,GW4Forecast,GW5Forecast,GW6Forecast,GW7Forecast,GW8Forecast,GW9Forecast,GW10Forecast,GW11Forecast,GW12Forecast,GW13Forecast,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Cheikhou,Kouyate,MID,WHU,5000000,0,79,2.07894736842105,4.15789473684211e-07,1.58e-05,0,0,3,46,0,0,0,1,0,0,0,0,0,79,0,0,0,0,3,0,9,0,1,0.0,0,0,0,0,0,2723,0,0,0,438,Man Utd,Southampton,Newcastle,Huddersfield,West Brom,0.0,0.0,2.6,3.0,1.2,1.2,1.7,1.5,3.0,1.2,1.3,1.6,1.7,1.2,1.0,1.5,1.1,1.4,3.0,1.4,1.0,1.6,2.6,1.8,1.6,2.6,2.0,1.0,1.3,1.9,1.4,1.6,1.1,1.8,1.0,1.3,1.3,1.6,80.5
Alexandre,Lacazette,FWD,ARS,10500000,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.8,0,0,0,0,0,0,0,0,0,0,Leicester,Stoke,Liverpool,Bournemouth,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adam,Lallana,MID,LIV,7500000,0,139,3.65789473684211,4.87719298245614e-07,1.85333333333333e-05,0,0,3,32,0,0,0,8,0,0,0,0,0,139,0,0,0,0,14,0,9,0,7,1.2,0,0,0,0,0,2338,0,0,0,543,Watford,Crystal Palace,Arsenal,Man City,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,2.3,5.2,2.5,3.9,3.6,3.4,4.5,3.8,3.8,3.5,2.2,3.9,4.1,3.6,3.2,3.2,4.5,3.0,3.1,3.1,5.2,2.7,4.5,3.1,3.1,4.2,3.1,4.1,2.9,5.2,219.5
Erik,Lamela,MID,TOT,6500000,0,28,6.32942548884211e-24,9.7375776751417e-31,4.30769230769231e-06,0,0,1,2,0,0,0,1,0,0,0,0,0,28,0,0,1,0,4,0,4,0,1,0.1,0,0,0,0,0,595,0,0,0,93,Newcastle,Chelsea,Burnley,Everton,Swansea,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.2
Manuel,Lanzini,MID,WHU,7000000,0,133,3.5,5e-07,1.9e-05,0,0,9,53,0,0,0,8,0,0,0,0,0,133,0,0,0,0,20,0,9,0,3,1.7,0,0,0,0,0,2708,0,0,0,635,Man Utd,Southampton,Newcastle,Huddersfield,West Brom,0.0,0.0,4.3,5.0,2.9,2.8,3.7,3.4,5.0,2.9,3.0,3.6,3.8,2.9,2.3,3.4,2.7,3.2,5.0,3.2,2.1,3.6,4.3,3.9,3.6,4.3,4.2,2.4,3.0,4.1,3.2,3.6,2.7,3.9,2.1,3.0,3.1,3.6,213.5
Jamaal,Lascelles,DEF,NEW,4500000,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,0,0,0,0,0,0,0,0,0,0,Tottenham,Huddersfield,West Ham,Swansea,Stoke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Lee Chung-yong,MID,CRY,4500000,0,24,1.73607099122526e-27,3.85793553605614e-34,5.333333333333329e-06,0,0,0,13,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,2,0,1,0.1,0,0,0,0,0,471,0,0,0,103,Huddersfield,Liverpool,Swansea,Burnley,Southampton,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.9
Florian,Lejeune,DEF,NEW,4500000,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,Tottenham,Huddersfield,West Ham,Swansea,Stoke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jonathan,Leko,MID,WBA,4500000,0,12,8.68035495612632e-28,1.92896776802807e-34,2.66666666666667e-06,0,0,0,3,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,1,0.1,0,0,0,0,0,118,0,0,0,38,Bournemouth,Burnley,Stoke,Brighton,West Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6
Mario,Lemina,MID,SOU,5000000,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,Swansea,West Ham,Huddersfield,Watford,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aaron,Lennon,MID,EVE,5500000,0,22,7.95699204311579e-27,1.44672582602105e-33,4e-06,0,0,0,5,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,2,0,1,0.1,0,0,0,0,0,509,0,0,0,104,Stoke,Man City,Chelsea,Tottenham,Man Utd,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.3
,Lewis Cook,MID,BOU,4500000,0,17,1.22971695211789e-27,2.73270433803977e-34,3.77777777777778e-06,0,0,1,7,0,0,0,0,0,0,0,0,0,17,0,0,0,0,1,0,1,0,2,0.7,0,0,0,0,0,432,0,0,0,81,West Brom,Watford,Man City,Arsenal,Brighton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.8
Victor,Lindelof,DEF,MUN,5500000,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8,0,0,0,0,0,0,0,0,0,0,West Ham,Swansea,Leicester,Stoke,Everton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jesse,Lingard,MID,MUN,6000000,0,60,4.34017747806316e-27,7.233629130105259e-34,1e-05,0,0,3,12,0,0,0,1,0,0,0,0,0,60,0,0,0,0,3,0,7,0,3,0.3,0,0,0,0,0,1360,0,0,0,227,West Ham,Swansea,Leicester,Stoke,Everton,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.0
Jake,Livermore,MID,WBA,5000000,0,77,2.02631578947368,4.0526315789473703e-07,1.5399999999999998e-05,0,0,5,62,0,0,0,1,0,0,0,0,0,77,0,0,0,0,2,0,4,0,1,0.2,0,0,0,0,0,2970,0,0,1,458,Bournemouth,Burnley,Stoke,Brighton,West Ham,1.7,1.4,1.7,2.5,1.2,1.0,1.9,1.3,1.2,1.2,2.5,1.4,1.0,2.9,1.5,1.2,1.0,1.3,1.3,1.5,1.1,1.0,2.9,1.2,1.0,1.5,1.1,2.9,1.5,1.7,1.3,1.8,1.6,1.0,1.2,2.5,1.1,1.2,116.5
Fernando,Llorente,FWD,SWA,7500000,0,146,3.84210526315789,5.12280701754386e-07,1.9466666666666698e-05,0,0,2,51,0,0,0,15,0,0,0,0,0,146,0,0,0,0,22,0,5,0,3,0.2,0,0,0,0,0,2442,0,0,0,512,Southampton,Man Utd,Crystal Palace,Newcastle,Tottenham,0.0,4.0,3.9,5.5,3.7,4.8,3.8,5.5,4.4,3.3,5.5,4.3,4.5,2.9,4.2,4.9,4.8,2.8,4.7,3.3,4.1,4.5,4.8,4.1,4.1,3.7,5.0,4.8,4.5,4.8,4.6,3.3,4.2,3.6,4.1,3.7,3.7,4.9,220.3
Hugo,Lloris,GLK,TOT,5500000,0,143,3.7631578947368403,6.84210526315789e-07,2.6000000000000002e-05,0,0,0,24,0,78,0,0,0,0,0,0,0,143,0,0,0,0,6,0,15,0,0,13.4,0,0,0,0,0,3004,0,0,0,665,Newcastle,Chelsea,Burnley,Everton,Swansea,4.7,4.4,4.8,4.7,4.9,4.6,4.7,3.1,3.9,3.3,5.2,4.3,4.4,2.9,3.3,5.2,5.3,3.7,4.0,5.2,5.3,4.2,5.3,4.5,4.1,3.1,5.0,4.5,5.3,2.4,5.3,3.7,4.5,4.4,4.7,4.1,3.7,3.6,68.7
Ruben,Loftus-Cheek,MID,CRY,4500000,0,6,4.34017747806316e-28,9.64483884014035e-35,1.33333333333333e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,35,0,0,0,16,Huddersfield,Liverpool,Swansea,Burnley,Southampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4
Jason,Lokilo,MID,CRY,4500000,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,Huddersfield,Liverpool,Swansea,Burnley,Southampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joe,Lolley,MID,HUD,4500000,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,Crystal Palace,Newcastle,Southampton,West Ham,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kevin,Long,DEF,BUR,4000000,0,3,2.17008873903158e-28,5.425221847578949e-35,7.5e-07,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3.3,0,0,0,0,0,270,0,0,0,39,Chelsea,West Brom,Tottenham,Crystal Palace,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1
Shane,Long,FWD,SOU,6000000,0,57,1.5,2.5e-07,9.5e-06,0,0,2,23,0,0,0,3,0,0,0,0,0,57,0,0,1,0,2,0,2,0,2,0.7,0,0,0,0,0,1262,0,0,0,159,Swansea,West Ham,Huddersfield,Watford,Crystal Palace,1.3,1.1,1.9,1.2,0.9,0.9,1.0,2.1,1.2,1.9,1.3,0.8,0.8,0.9,0.8,0.9,1.0,0.8,2.1,0.8,0.8,1.1,0.9,1.1,2.1,1.0,0.9,1.0,1.2,1.9,1.0,0.8,0.8,0.8,0.8,1.1,0.8,1.2,100.1
Ademola,Lookman,MID,EVE,5500000,0,16,1.15738066081684e-27,2.1043284742124396e-34,2.90909090909091e-06,0,0,0,2,0,0,0,1,0,0,0,0,0,16,0,0,0,0,0,0,1,0,0,0.2,0,0,0,0,0,289,0,0,0,33,Stoke,Man City,Chelsea,Tottenham,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.1
Jonas,Lossl,GLK,HUD,4500000,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,Crystal Palace,Newcastle,Southampton,West Ham,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dejan,Lovren,DEF,LIV,5500000,0,106,2.78947368421053,5.071770334928229e-07,1.9272727272727302e-05,0,0,6,31,0,0,0,2,0,0,0,0,0,106,0,0,0,0,6,0,11,0,1,2.0,0,0,0,0,0,2553,0,0,0,589,Watford,Crystal Palace,Arsenal,Man City,Burnley,2.1,3.5,3.3,2.3,3.1,1.7,3.5,2.6,2.1,4.0,3.0,3.5,2.9,2.9,3.5,4.0,2.9,1.4,2.8,3.2,2.3,2.6,2.9,2.7,3.5,2.7,2.9,3.5,4.0,2.1,2.6,3.0,3.5,1.9,2.3,3.5,2.3,4.0,107.1
Chris,Lowe,DEF,HUD,4500000,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,Crystal Palace,Newcastle,Southampton,West Ham,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matthew,Lowton,DEF,BUR,4500000,0,90,2.36842105263158,5.263157894736841e-07,2e-05,0,0,9,53,0,0,0,0,0,0,0,0,0,90,0,0,0,0,5,0,9,0,2,1.1,0,0,0,0,0,3240,0,0,0,631,Chelsea,West Brom,Tottenham,Crystal Palace,Liverpool,1.8,2.3,1.6,2.8,1.5,3.4,2.9,2.8,1.8,3.4,2.3,2.5,2.7,1.2,1.3,2.0,2.8,2.9,2.1,1.6,2.9,1.9,2.3,2.0,2.9,2.3,2.1,2.8,3.3,2.3,2.2,1.8,1.6,1.7,2.3,3.4,2.2,1.4,134.2
Leiva,Lucas,MID,LIV,4500000,0,47,1.23684210526316,2.74853801169591e-07,1.04444444444444e-05,0,0,4,17,0,0,0,0,0,0,0,0,0,47,0,0,0,0,2,0,4,0,3,0.0,0,0,0,0,0,1112,0,0,0,240,Watford,Crystal Palace,Arsenal,Man City,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.1
Romelu,Lukaku,FWD,MUN,11500000,0,221,5.81578947368421,5.057208237986269e-07,1.92173913043478e-05,0,0,3,42,0,0,0,25,0,0,0,0,0,221,0,0,0,0,33,0,13,0,6,49.0,0,0,0,0,0,3266,0,0,0,824,West Ham,Swansea,Leicester,Stoke,Everton,8.0,7.2,7.8,7.2,6.6,6.9,8.2,6.2,7.2,7.9,5.6,8.3,8.3,7.2,6.2,8.3,7.9,7.2,6.8,8.3,8.0,5.4,8.3,7.2,6.8,8.3,7.2,6.8,7.1,7.3,6.9,8.3,7.2,8.3,6.8,7.3,7.2,8.3,354.1
Niki,Maenpaa,GLK,BHA,4000000,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,Man City,Leicester,Watford,West Brom,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Harry,Maguire,DEF,LEI,5000000,0,71,5.1358766823747394e-27,1.0271753364749498e-33,1.42e-05,0,0,5,53,0,0,0,2,0,0,0,0,0,71,0,0,0,0,5,0,4,0,3,1.4,0,0,0,0,0,2307,0,0,0,483,Arsenal,Brighton,Man Utd,Chelsea,Huddersfield,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.6
Riyad,Mahrez,MID,LEI,8500000,0,120,3.15789473684211,3.7151702786377704e-07,1.41176470588235e-05,0,0,4,48,0,0,0,6,0,0,0,0,0,120,0,0,2,0,9,0,9,0,4,2.0,0,0,0,0,0,2826,0,0,0,437,Arsenal,Brighton,Man Utd,Chelsea,Huddersfield,1.7,4.5,2.1,2.9,3.9,2.6,2.8,3.1,2.5,3.1,2.7,2.5,1.9,2.3,3.5,3.9,2.5,3.1,2.7,3.0,2.0,4.5,2.3,3.7,2.5,3.2,2.0,3.3,3.4,2.5,2.3,3.9,4.5,2.9,3.1,2.4,2.5,1.8,227.8
Scott,Malone,DEF,HUD,4500000,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,Crystal Palace,Newcastle,Southampton,West Ham,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sadio,Mane,MID,LIV,9500000,0,156,4.10526315789474,4.3213296398892e-07,1.64210526315789e-05,0,0,4,26,0,0,0,13,0,0,0,0,0,156,0,0,0,0,14,0,8,0,7,22.9,0,0,0,0,0,2242,0,0,0,502,Watford,Crystal Palace,Arsenal,Man City,Burnley,4.5,4.5,3.5,3.0,5.1,4.0,5.1,4.1,2.8,5.8,3.0,4.6,4.3,4.0,5.1,4.5,4.6,4.1,2.7,4.7,4.8,4.3,3.8,3.8,5.1,3.6,3.7,3.8,5.8,3.3,5.3,3.7,3.7,4.9,3.7,4.9,3.4,5.8,246.0
Javier,Manquillo,DEF,NEW,4500000,0,38,1.0,2.22222222222222e-07,8.444444444444439e-06,0,0,2,28,0,0,0,1,0,0,0,0,0,38,0,0,0,0,0,0,2,0,0,1.5,0,0,0,0,0,1430,0,0,0,210,Tottenham,Huddersfield,West Ham,Swansea,Stoke,0.5,1.2,0.8,0.5,0.7,1.2,0.5,0.6,0.8,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.6,0.6,1.4,0.6,0.7,0.5,0.6,0.6,0.5,0.5,0.5,0.7,0.5,1.4,0.5,0.7,0.8,0.6,0.5,0.6,40.8
Solomon,March,MID,BHA,5000000,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,Man City,Leicester,Watford,West Brom,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adrian,Mariappa,DEF,WAT,4000000,0,15,1.08504436951579e-27,2.7126109237894697e-34,3.75e-06,0,0,0,13,0,0,0,0,0,0,0,0,0,15,0,0,0,0,3,0,1,0,0,4.4,0,0,0,0,0,562,0,0,0,121,Liverpool,Bournemouth,Brighton,Southampton,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.1
Dean,Marney,MID,BUR,4500000,0,51,1.3421052631578898,2.98245614035088e-07,1.1333333333333302e-05,0,0,7,28,0,0,0,1,0,0,0,0,0,51,0,0,0,0,1,0,5,0,2,0.0,0,0,0,0,0,1764,0,0,0,239,Chelsea,West Brom,Tottenham,Crystal Palace,Liverpool,0.0,0.0,0.0,0.0,0.0,1.9,0.7,0.7,0.7,1.9,0.7,0.8,0.7,0.7,0.7,1.0,0.9,1.7,0.7,0.7,1.7,0.7,0.7,0.7,1.7,0.7,0.7,0.8,0.8,0.7,0.7,0.7,0.8,0.8,0.7,1.9,0.7,0.9,40.5
Anthony,Martial,MID,MUN,8000000,0,95,6.8719476736e-27,8.589934592e-34,1.1875e-05,0,0,2,13,0,0,0,4,0,0,0,0,0,95,0,0,0,0,9,0,9,0,6,1.0,0,0,0,0,0,1553,0,0,0,302,West Ham,Swansea,Leicester,Stoke,Everton,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.2
Cuco,Martina,DEF,EVE,4500000,0,31,2.2424250303326298e-27,4.98316673407251e-34,6.88888888888889e-06,0,0,0,6,0,0,0,0,0,0,0,0,0,31,0,0,0,0,5,0,3,0,0,0.7,0,0,0,0,0,592,0,0,0,140,Stoke,Man City,Chelsea,Tottenham,Man Utd,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.7
Damian Emiliano,Martinez,GLK,ARS,4000000,0,8,0.21052631578947398,5.26315789473684e-08,2e-06,0,0,0,3,0,5,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1,0,0,1.2,0,0,0,0,0,180,0,0,0,35,Leicester,Stoke,Liverpool,Bournemouth,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1
Brandon,Mason,DEF,WAT,4000000,0,1,7.233629130105259e-29,1.80840728252632e-35,2.5e-07,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.7,0,0,0,0,0,113,0,0,0,13,Liverpool,Bournemouth,Brighton,Southampton,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2
Arthur,Masuaku,DEF,WHU,4500000,0,34,2.4594339042357897e-27,5.46540867607953e-34,7.55555555555556e-06,0,0,1,24,0,0,0,0,0,0,0,0,0,34,0,0,0,0,7,0,3,0,1,0.3,0,0,0,0,0,972,0,0,0,253,Man Utd,Southampton,Newcastle,Huddersfield,West Brom,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.4
