FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast
Marten,de Roon,MID,MID,4300000,3,24,0.5714285714285711,1.32890365448505e-07,5.58139534883721e-06,0,15333,3,11,0,0,0,1,0,5.6,2864,-2,0,24,2,0.5,0,2.3,0,0,2,0,0,0.7,35403,0,0,0,0,862,4689,0,0,129,Southampton,Liverpool,Swansea,Burnley,Man Utd,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Julien,de Sart,MID,MID,4300000,0,0,0.0,0.0,0.0,0,2639,0,0,0,0,0,0,0,0.0,100,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.1,2211,0,0,0,0,0,58,0,0,0,Southampton,Liverpool,Swansea,Burnley,Man Utd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mathieu,Debuchy,DEF,ARS,4700000,0,1,0.0238095238095238,5.065856129685921e-09,2.1276595744680897e-07,0,8932,0,0,0,0,0,0,0,0.2,384,-3,0,1,3,0.1,0,0.3,0,0,0,0,0,0.2,1602,0,11,0,0,15,37,0,0,2,Stoke,Everton,Man City,West Brom,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Troy,Deeney,FWD,WAT,6900000,4,49,3.5,5.07246376811594e-07,7.10144927536232e-06,0,359902,4,24,0,0,0,3,0,7.1,21473,-1,0,49,1,0.5,0,3.7,4,0,3,0,3,5.2,379524,0,629,0,1,1246,8064,0,0,172,Everton,Man City,Sunderland,Crystal Palace,Tottenham,4.4,4.1,3.6,4.2,4.0,3.5,3.6,2.8,3.5,4.9,3.3,4.5,4.1,2.9,3.9,4.6,3.7,3.0,4.5,4.5,4.6,3.4,3.0,4.2
Jermain,Defoe,FWD,SUN,7800000,9,83,5.9,7.56410256410257e-07,1.06410256410256e-05,0,478238,0,23,0,0,0,8,0,10.8,12661,8,-2,83,-8,0.9,0,7.3,17,0,1,0,2,26.1,1261809,0,595,0,4,1252,245343,2,0,262,Swansea,Chelsea,Watford,Man Utd,Burnley,7.2,7.7,8.3,6.5,6.2,8.9,7.9,6.7,8.6,7.1,8.7,6.0,8.3,6.8,8.9,6.7,6.3,8.1,8.6,6.9,8.8,7.1,8.4,5.8
Steven,Defour,MID,BUR,5900000,0,38,0.9047619047619051,1.53349475383374e-07,6.44067796610169e-06,0,25350,1,10,0,0,0,1,0,6.4,698,-1,0,38,1,0.2,0,1.0,6,0,3,0,3,0.3,28588,0,0,0,0,628,252,0,0,164,Bournemouth,West Ham,Tottenham,Middlesbrough,Sunderland,0.5,0.5,0.5,0.5,0.7,0.5,0.5,0.5,0.7,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Damien,Delaney,DEF,CRY,4800000,7,25,2.3,4.79166666666667e-07,5.20833333333333e-06,0,27027,2,14,0,0,0,0,0,5.2,422,-2,0,25,2,0.5,0,2.3,1,0,2,0,0,0.6,8330,0,366,0,0,936,830,0,0,164,Hull City,Man Utd,Chelsea,Watford,Arsenal,2.1,1.6,1.8,1.9,3.1,1.9,2.7,2.4,1.9,1.9,2.5,1.9,2.1,2.2,2.1,1.5,2.0,2.9,1.9,2.5,2.5,1.7,2.2,1.4
Fabian,Delph,MID,MCI,4700000,0,2,0.0476190476190476,1.01317122593718e-08,4.25531914893617e-07,0,6325,0,1,0,0,0,0,0,0.4,41,-3,0,2,3,0.0,0,0.0,0,0,0,0,0,0.1,1363,0,156,0,0,30,24,0,0,4,Leicester,Watford,Arsenal,Hull City,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mousa,Dembele,MID,TOT,5400000,3,21,0.5,9.259259259259259e-08,3.8888888888888904e-06,0,10386,3,7,0,0,0,0,0,3.9,1418,-1,0,21,1,0.3,0,1.7,3,0,3,0,1,0.3,14162,0,473,0,0,604,1381,0,0,126,Man Utd,Hull City,Burnley,Southampton,Watford,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Jason,Denayer,DEF,SUN,4700000,1,13,0.30952380952381,6.58561296859169e-08,2.7659574468085098e-06,0,2879,1,4,0,0,0,0,0,2.8,108,-3,0,13,3,0.6,0,2.7,0,0,1,0,0,0.1,883,0,0,0,0,431,44,0,0,73,Swansea,Chelsea,Watford,Man Utd,Burnley,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Memphis,Depay,MID,MUN,7100000,0,3,0.0714285714285714,1.00603621730382e-08,4.2253521126760605e-07,0,6857,1,1,0,0,0,0,0,0.4,92,-4,0,3,4,0.0,0,0.0,0,0,0,0,0,0.2,800,0,259,0,0,24,32,0,0,6,Tottenham,Crystal Palace,West Brom,Sunderland,Middlesbrough,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gerard,Deulofeu,MID,EVE,6000000,1,12,0.28571428571428603,4.76190476190476e-08,2e-06,0,126821,0,3,0,0,0,0,0,2.0,602,-5,0,12,5,0.2,0,1.0,0,0,0,0,0,1.0,18265,0,283,0,0,370,246,0,0,42,Watford,Arsenal,Liverpool,Leicester,Hull City,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Mohamed,Diame,MID,HUL,5500000,0,0,0.0,0.0,0.0,0,643,0,0,0,0,0,0,0,0.0,13,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,78,0,0,0,0,0,7,0,0,0,Crystal Palace,Tottenham,West Ham,Man City,Everton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eric,Dier,MID,TOT,5100000,3,26,2.0,3.9215686274509797e-07,5.09803921568627e-06,0,363611,2,9,0,0,0,0,0,5.1,4423,-4,0,26,4,0.5,0,2.3,0,0,5,0,0,5.0,21872,0,526,0,0,991,951,0,0,147,Man Utd,Hull City,Burnley,Southampton,Watford,1.2,1.5,2.1,1.0,1.2,1.2,1.4,1.0,1.4,1.6,1.0,1.4,1.8,1.0,1.7,1.0,1.2,1.7,1.8,1.1,1.0,1.0,1.7,1.1
Adama,Diomande,FWD,HUL,4500000,2,22,2.0,4.44444444444444e-07,4.88888888888889e-06,0,329888,1,10,0,0,0,1,0,4.8,11809,0,1,22,0,0.2,0,0.7,2,0,2,0,0,4.5,387177,0,0,0,0,642,5124,-1,0,64,Crystal Palace,Tottenham,West Ham,Man City,Everton,1.8,1.2,1.7,1.8,1.9,1.4,1.8,1.2,1.4,2.1,1.5,2.2,1.4,2.0,1.2,2.0,1.5,1.8,1.5,1.6,1.3,2.1,1.7,1.7
Mame Biram,Diouf,FWD,STK,5700000,4,16,1.8,3.15789473684211e-07,2.80701754385965e-06,0,26312,1,9,0,0,0,0,0,2.8,560,-3,0,16,3,0.4,0,2.0,0,0,2,0,1,0.4,11654,0,245,0,0,467,939,0,0,60,Arsenal,Southampton,Leicester,Liverpool,Chelsea,1.3,1.4,1.8,1.3,1.0,1.3,1.4,1.2,1.6,1.2,1.5,1.1,1.2,1.6,1.1,1.3,1.2,1.7,1.8,1.7,1.7,1.0,1.1,1.1
Brice,Dja Djedje,DEF,WAT,4400000,0,0,0.0,0.0,0.0,0,1084,0,0,0,0,0,0,0,0.0,16,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,81,0,0,0,0,0,5,0,0,0,Everton,Man City,Sunderland,Crystal Palace,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Papy,Djilobodji,DEF,SUN,4300000,1,12,1.2,2.7906976744186e-07,2.7906976744186e-06,0,7708,3,17,0,0,0,0,0,2.8,198,-2,0,12,2,0.3,0,1.3,0,0,1,0,0,0.2,3470,0,0,0,0,857,324,0,1,138,Swansea,Chelsea,Watford,Man Utd,Burnley,0.6,0.7,0.8,0.6,0.6,1.4,1.0,0.6,0.9,0.6,1.0,0.6,0.6,0.6,1.0,0.6,0.6,0.6,1.3,1.1,1.1,0.6,0.8,0.6
Abdoulaye,Doucoure,MID,WAT,4600000,0,1,0.0238095238095238,5.175983436853e-09,2.1739130434782601e-07,0,830,0,1,0,0,0,0,0,0.2,12,-4,0,1,4,0.0,0,0.0,0,0,0,0,0,0.0,163,0,0,0,0,7,7,0,0,3,Everton,Man City,Sunderland,Crystal Palace,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stewart,Downing,MID,MID,5200000,1,38,2.9,5.57692307692308e-07,7.307692307692309e-06,0,43950,1,12,0,0,0,1,0,7.3,1936,-3,0,38,3,0.1,0,0.7,3,0,2,0,2,0.5,15400,0,0,0,0,917,178,0,0,173,Southampton,Liverpool,Swansea,Burnley,Man Utd,2.1,1.8,2.4,2.2,2.6,3.4,2.6,2.2,2.2,1.7,2.8,2.2,2.4,3.5,2.6,2.6,2.4,3.2,1.4,2.0,1.8,1.7,2.6,1.4
Luke,Dreher,MID,CRY,4500000,0,0,0.0,0.0,0.0,0,97,0,0,0,0,0,0,0,0.0,10,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,107,0,0,0,0,0,9,0,0,0,Hull City,Man Utd,Chelsea,Watford,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daniel,Drinkwater,MID,LEI,5300000,0,31,2.6,4.90566037735849e-07,5.84905660377358e-06,0,293775,1,20,0,0,0,0,0,5.8,9857,-2,0,31,2,0.1,0,0.3,2,0,3,0,1,4.3,67023,0,592,0,0,1068,83,0,0,192,Man City,Bournemouth,Stoke,Everton,West Ham,0.0,1.3,1.5,2.8,2.3,1.8,1.9,1.3,1.3,2.6,1.6,1.8,2.5,1.3,1.3,2.2,3.4,1.3,1.4,2.2,1.4,2.7,1.3,2.8
Nathan,Dyer,MID,SWA,4700000,0,2,0.0476190476190476,1.01317122593718e-08,4.25531914893617e-07,0,6673,0,2,0,0,0,0,0,0.4,73,-3,0,2,3,0.1,0,0.3,0,0,0,0,0,0.1,1048,0,64,0,0,16,41,0,0,6,Sunderland,West Brom,Middlesbrough,West Ham,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oviemuno,Ejaria,MID,LIV,4500000,0,1,0.0238095238095238,5.291005291005289e-09,2.22222222222222e-07,0,110,0,0,0,0,0,0,0,0.2,14,0,0,1,0,0.0,0,0.0,0,0,0,0,0,0.0,138,0,0,0,0,4,14,0,0,3,West Ham,Middlesbrough,Everton,Stoke,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andrew,Eleftheriou,DEF,WAT,4000000,0,0,0.0,0.0,0.0,0,59,0,0,0,0,0,0,0,0.0,59,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,286,0,0,0,0,0,286,0,0,0,Everton,Man City,Sunderland,Crystal Palace,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ahmed,Elmohamady,MID,HUL,4700000,2,23,1.8,3.8297872340425503e-07,4.8936170212766e-06,0,19390,0,27,0,0,0,0,0,4.9,294,-3,1,23,3,0.4,0,2.0,0,0,1,0,0,0.2,6528,0,0,0,0,1108,99,-1,1,184,Crystal Palace,Tottenham,West Ham,Man City,Everton,1.0,0.9,0.9,0.9,1.4,1.0,1.4,0.9,1.1,0.9,0.9,1.6,1.1,1.2,0.9,1.1,1.2,0.9,1.0,1.3,0.9,1.8,1.0,1.0
Mohamed,Elneny,MID,ARS,4600000,1,18,0.42857142857142894,9.3167701863354e-08,3.91304347826087e-06,0,27697,0,8,0,0,0,0,0,3.9,588,-4,0,18,4,0.4,0,1.7,0,0,1,0,1,0.5,8499,0,134,0,0,450,344,0,0,102,Stoke,Everton,Man City,West Brom,Crystal Palace,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Marvin,Emnes,FWD,SWA,4400000,0,0,0.0,0.0,0.0,0,20003,0,0,0,0,0,0,0,0.0,734,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.4,12899,0,4,0,0,0,362,0,0,0,Sunderland,West Brom,Middlesbrough,West Ham,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Christian,Eriksen,MID,TOT,8300000,18,65,5.0,6.02409638554217e-07,7.83132530120482e-06,0,339354,0,10,0,0,0,3,0,7.9,9944,-2,-1,65,2,1.2,0,10.0,7,0,5,0,4,7.9,225685,0,738,0,1,1133,81759,1,0,237,Man Utd,Hull City,Burnley,Southampton,Watford,5.0,6.1,7.3,4.2,5.1,5.1,5.8,4.0,5.6,6.3,2.6,5.7,6.8,4.5,6.5,4.3,5.1,6.5,6.7,5.0,4.2,4.2,6.4,4.8
Jonny,Evans,DEF,WBA,4500000,9,37,2.8,6.22222222222222e-07,8.22222222222222e-06,0,198392,6,15,0,0,0,1,0,8.2,4229,0,0,37,0,1.2,0,5.3,3,0,3,0,0,7.3,189169,0,343,0,1,1170,12572,0,0,209,Chelsea,Swansea,Man Utd,Arsenal,Southampton,2.1,2.7,2.2,3.8,2.6,3.0,2.2,2.7,2.6,3.3,3.5,3.5,2.9,2.2,3.7,2.0,2.6,3.4,4.1,2.3,2.6,2.1,2.5,2.6
Lukasz,Fabianski,GLK,SWA,5000000,2,43,3.1,6.2e-07,8.599999999999999e-06,0,96660,1,31,0,48,0,0,0,8.6,4744,0,0,43,0,0.4,0,2.0,5,0,2,0,0,4.5,132909,0,366,1,0,1260,1182,0,0,258,Sunderland,West Brom,Middlesbrough,West Ham,Bournemouth,3.0,3.3,3.1,4.3,4.0,3.3,4.0,3.8,3.8,2.8,3.0,2.5,3.8,3.4,3.0,2.9,3.4,4.0,3.1,3.8,2.4,3.6,2.4,3.4
,Fabio,DEF,MID,4400000,5,8,0.19047619047619,4.32900432900433e-08,1.81818181818182e-06,0,935,1,3,0,0,0,0,0,1.8,123,-1,0,8,1,0.6,0,2.7,0,0,1,0,0,0.0,1822,0,0,0,0,250,476,0,0,54,Southampton,Liverpool,Swansea,Burnley,Man Utd,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Cesc,Fabregas,MID,CHE,6900000,4,11,0.261904761904762,3.79572118702554e-08,1.5942028985507201e-06,0,212590,1,4,0,0,0,0,0,1.6,419,-6,0,11,6,0.2,0,1.3,0,0,0,0,2,1.6,26660,0,617,0,0,179,1381,0,0,67,West Brom,Sunderland,Crystal Palace,Bournemouth,Stoke,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Adam,Federici,GLK,BOU,4400000,0,8,0.19047619047619,4.32900432900433e-08,1.81818181818182e-06,0,2179,1,3,0,5,0,0,0,1.8,187,-1,0,8,1,0.6,0,2.7,1,0,1,0,0,0.1,1571,0,31,0,0,180,193,0,0,37,Burnley,Leicester,Southampton,Chelsea,Swansea,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Sofiane,Feghouli,MID,WHU,5000000,0,5,0.11904761904761901,2.38095238095238e-08,1e-06,0,134052,1,3,0,0,0,0,0,1.0,447,-5,0,5,5,0.1,0,0.3,0,0,0,0,0,0.7,6673,0,0,0,0,134,39,0,0,22,Liverpool,Burnley,Hull City,Swansea,Leicester,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Marouane,Fellaini,MID,MUN,5800000,0,15,1.4,2.41379310344828e-07,2.58620689655172e-06,0,16757,6,10,0,0,0,0,0,2.6,238,-2,0,15,2,0.0,0,0.0,0,0,3,0,0,0.3,10191,0,164,0,0,705,63,0,0,116,Tottenham,Crystal Palace,West Brom,Sunderland,Middlesbrough,0.7,0.7,0.7,1.2,0.8,0.7,0.7,0.7,0.8,0.7,0.9,0.7,0.9,0.7,0.8,0.7,0.9,0.9,0.7,0.7,0.8,0.7,0.7,0.7
Leroy,Fer,MID,SWA,5100000,1,59,4.5,8.823529411764709e-07,1.15686274509804e-05,0,397496,3,25,0,0,0,6,0,11.6,18505,1,0,59,-1,1.1,0,5.7,5,0,2,0,0,9.6,640377,0,107,0,2,1059,37177,0,0,237,Sunderland,West Brom,Middlesbrough,West Ham,Bournemouth,6.3,4.4,5.2,4.5,5.4,4.4,3.1,2.6,5.1,4.0,6.3,3.5,6.0,4.7,4.0,4.9,4.4,4.1,4.9,4.4,4.9,5.4,5.5,4.5
Edimilson,Fernandes,MID,WHU,4900000,2,9,0.214285714285714,4.3731778425656006e-08,1.8367346938775502e-06,0,472,2,6,0,0,0,0,0,1.8,36,-1,0,9,1,0.2,0,1.0,0,0,1,0,0,0.0,574,0,0,0,0,303,30,0,0,30,Liverpool,Burnley,Hull City,Swansea,Leicester,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Federico,Fernandez,DEF,SWA,4300000,0,11,1.4,3.25581395348837e-07,2.55813953488372e-06,0,53643,3,15,0,0,0,0,0,2.6,3309,-2,0,11,2,0.2,0,0.7,0,0,1,0,0,1.3,8802,0,333,0,0,720,38,0,0,116,Sunderland,West Brom,Middlesbrough,West Ham,Bournemouth,0.0,1.0,0.9,1.4,1.3,0.9,1.4,1.2,1.2,0.8,0.8,0.7,1.2,1.0,0.8,0.8,1.0,1.3,0.9,1.2,0.7,1.1,0.7,1.0
,Fernandinho,MID,MCI,5400000,-1,35,2.5,4.62962962962963e-07,6.4814814814814795e-06,0,102891,3,15,0,0,0,1,0,6.5,12866,-1,0,35,1,0.4,0,2.3,3,0,2,0,1,1.6,63576,0,417,0,0,1260,298,0,1,225,Leicester,Watford,Arsenal,Hull City,Liverpool,0.0,0.0,0.0,1.9,1.2,2.6,1.6,1.7,1.6,1.9,1.6,2.0,2.4,1.7,1.4,1.4,1.3,1.9,1.7,1.7,2.2,1.7,2.7,2.1
,Fernando,MID,MCI,4700000,0,10,0.23809523809523803,5.06585612968592e-08,2.12765957446809e-06,0,11760,1,3,0,0,0,0,0,2.1,349,-3,0,10,3,0.3,0,1.3,1,0,1,0,0,0.2,4860,0,236,0,0,301,282,0,0,61,Leicester,Watford,Arsenal,Hull City,Liverpool,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Sam,Field,MID,WBA,4400000,0,4,0.0952380952380952,2.16450216450216e-08,9.09090909090909e-07,0,477,1,1,0,0,0,0,0,0.9,17,-1,0,4,1,0.0,0,0.0,0,0,1,0,0,0.0,497,0,0,0,0,165,11,0,0,27,Chelsea,Swansea,Man Utd,Arsenal,Southampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Roberto,Firmino,MID,LIV,8800000,2,75,5.8,6.59090909090909e-07,8.52272727272727e-06,0,491036,1,17,0,0,0,5,0,8.5,51625,3,0,75,-3,0.3,0,2.7,7,0,3,0,5,18.7,837760,0,522,0,3,1154,62623,0,0,255,West Ham,Middlesbrough,Everton,Stoke,Man City,7.3,6.4,4.9,7.2,6.2,6.3,6.1,7.6,6.5,5.8,7.1,6.0,5.4,8.7,4.9,8.3,8.3,5.8,5.4,7.1,6.1,8.0,5.1,7.8
Viktor,Fischer,MID,MID,4900000,6,17,0.404761904761905,8.26044703595724e-08,3.4693877551020403e-06,0,41555,0,4,0,0,0,0,0,3.5,154,-6,0,17,6,0.6,0,2.7,0,0,1,0,2,0.2,1332,0,0,0,0,251,148,0,0,56,Southampton,Liverpool,Swansea,Burnley,Man Utd,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Mathieu,Flamini,MID,CRY,4300000,1,3,0.0714285714285714,1.6611295681063102e-08,6.976744186046509e-07,0,1933,0,1,0,0,0,0,0,0.7,190,-2,0,3,2,0.1,0,0.3,0,0,0,0,0,0.0,2686,0,0,0,0,22,196,0,0,9,Hull City,Man Utd,Chelsea,Watford,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jon,Flanagan,DEF,BUR,4300000,1,3,0.0714285714285714,1.6611295681063102e-08,6.976744186046509e-07,0,14446,1,4,0,0,0,0,0,0.7,327,-2,0,3,2,0.1,0,0.3,0,0,0,0,0,0.3,3199,0,67,0,0,225,130,0,0,35,Bournemouth,West Ham,Tottenham,Middlesbrough,Sunderland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ashley,Fletcher,FWD,WHU,5000000,1,9,1.0,2e-07,1.8000000000000001e-06,0,7015,2,10,0,0,0,0,0,1.8,505,0,0,9,0,0.1,0,0.7,0,0,0,0,0,0.2,9822,0,0,0,0,299,1118,0,0,10,Liverpool,Burnley,Hull City,Swansea,Leicester,0.5,0.8,0.8,0.6,0.5,0.5,0.6,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.8,0.7,0.5,0.7,0.5,0.7,0.5,0.6,0.7,0.5
Darren,Fletcher,MID,WBA,4400000,5,40,2.9,6.59090909090909e-07,9.09090909090909e-06,0,342739,0,13,0,0,0,1,0,9.1,11122,-1,0,40,1,1.2,0,5.3,0,0,5,0,1,8.7,159988,0,403,0,0,1174,24281,0,0,160,Chelsea,Swansea,Man Utd,Arsenal,Southampton,1.6,2.5,2.7,1.7,2.0,2.5,1.6,3.6,2.6,2.3,2.0,2.9,2.3,1.9,1.5,2.5,2.5,2.7,1.9,1.9,3.5,2.1,2.0,2.5
Jose,Fonte,DEF,SOU,5400000,1,46,3.5,6.48148148148148e-07,8.518518518518519e-06,0,108049,1,14,0,0,0,0,0,8.5,4868,-1,0,46,1,0.9,0,5.0,6,0,5,0,0,5.1,101602,0,487,0,0,1170,15156,0,0,253,Middlesbrough,Stoke,Bournemouth,Tottenham,West Brom,3.9,4.2,3.2,4.4,4.4,2.7,2.7,3.9,3.2,5.1,2.4,4.8,3.2,3.4,2.8,5.0,4.3,3.5,3.5,2.6,4.4,3.8,3.2,4.8
Adam,Forshaw,MID,MID,4500000,3,33,2.4,5.33333333333333e-07,7.33333333333333e-06,0,5213,2,13,0,0,0,0,0,7.3,720,0,0,33,0,0.8,0,3.7,1,0,4,0,1,0.2,9493,0,0,0,0,1149,1143,0,0,209,Southampton,Liverpool,Swansea,Burnley,Man Utd,1.5,1.3,1.8,1.6,1.9,2.6,1.9,1.6,1.6,1.2,2.1,1.6,1.8,2.7,1.9,1.9,1.8,2.4,1.2,1.4,1.3,1.2,2.0,1.2
Fraser,Forster,GLK,SOU,5000000,1,44,3.1,6.2e-07,8.8e-06,0,103687,2,15,0,19,0,0,0,8.8,4058,0,0,44,0,0.9,0,4.3,0,0,5,0,0,5.0,105290,0,233,0,0,1260,12118,0,0,201,Middlesbrough,Stoke,Bournemouth,Tottenham,West Brom,3.3,3.5,2.6,3.7,3.7,2.2,2.2,3.3,2.7,4.5,2.0,4.3,2.7,2.8,2.3,4.3,3.6,2.9,3.0,2.1,3.7,3.4,2.7,4.1
Ben,Foster,GLK,WBA,4700000,3,48,3.4,7.23404255319149e-07,1.02127659574468e-05,0,211135,0,17,0,47,0,0,0,10.2,11508,2,0,48,-2,0.9,0,4.0,3,0,3,0,0,16.0,489102,0,129,0,1,1260,19256,0,0,258,Chelsea,Swansea,Man Utd,Arsenal,Southampton,2.8,3.6,3.0,4.6,3.5,4.0,3.0,3.6,3.5,4.4,4.3,4.6,3.8,3.0,4.4,2.7,3.4,4.4,5.0,3.2,3.5,2.9,3.3,3.5
