FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast
Valon,Behrami,MID,WAT,4500000,0,41,1.9,4.2222222222222205e-07,9.11111111111111e-06,0,16878,6,29,0,0,0,0,0,9.1,78,0,0,41,0,0.4,0,2.0,0,0,5,0,0,0.2,12829,0,127,0,0,1733,95,0,0,216,Crystal Palace,Sunderland,West Brom,Tottenham,Swansea,1.1,2.0,1.4,1.0,1.4,1.2,1.0,1.1,1.0,1.0
Hector,Bellerin,DEF,ARS,6500000,0,79,3.8,5.84615384615385e-07,1.2153846153846199e-05,0,994197,1,24,0,0,0,0,0,12.2,1744,0,0,79,0,0.2,0,1.0,10,0,7,0,3,13.9,370479,0,541,0,1,1704,3208,0,0,371,West Brom,Man City,West Ham,Crystal Palace,Middlesbrough,4.2,4.3,5.3,4.7,3.7,0.0,3.2,3.6,4.1,4.5
Yohan,Benalouane,DEF,LEI,4000000,0,0,0.0,0.0,0.0,0,8289,0,0,0,0,0,0,0,0.0,25,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.2,1846,0,15,0,0,0,56,0,0,0,West Ham,Stoke,Sunderland,Everton,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nabil,Bentaleb,MID,TOT,4500000,0,0,0.0,0.0,0.0,0,4321,0,0,0,0,0,0,0,0.0,5,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,521,0,29,0,0,0,2,0,0,0,Southampton,Burnley,Swansea,Watford,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Saido,Berahino,FWD,STK,6000000,0,12,0.14285714285714302,2.38095238095238e-08,2e-06,0,58961,1,2,0,0,0,0,0,2.0,1140,-5,0,12,5,0.2,0,1.3,0,0,3,0,0,0.5,30341,0,226,0,0,421,253,0,0,15,Chelsea,Leicester,Burnley,Liverpool,Hull City,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Steven,Berghuis,MID,WAT,5000000,0,0,0.0,0.0,0.0,0,92,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,43,0,55,0,0,0,0,0,0,0,Crystal Palace,Sunderland,West Brom,Tottenham,Swansea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Bernardo,DEF,MID,4300000,0,22,0.261904761904762,6.09080841638981e-08,5.11627906976744e-06,0,2892,2,10,0,0,0,0,0,5.1,587,-2,0,22,2,0.3,0,1.5,3,0,2,0,0,0.1,6440,0,0,0,0,713,124,0,0,131,Man Utd,Swansea,Hull City,Burnley,Arsenal,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Ryan,Bertrand,DEF,SOU,5400000,0,83,4.6,8.51851851851852e-07,1.53703703703704e-05,0,84725,2,23,0,0,0,1,0,15.4,2236,-1,0,83,1,0.2,0,1.0,8,0,8,0,4,2.1,126023,0,415,0,2,1607,5323,0,0,371,Tottenham,Bournemouth,Crystal Palace,West Brom,Man City,4.1,6.8,6.3,5.3,5.7,0.0,6.6,5.3,4.7,6.7
Muhamed,Besic,MID,EVE,4300000,0,0,0.0,0.0,0.0,0,1341,0,0,0,0,0,0,0,0.0,25,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.0,695,0,75,0,0,0,30,0,0,0,Hull City,Liverpool,Man Utd,Leicester,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daley,Blind,DEF,MUN,5200000,0,79,4.6,8.846153846153851e-07,1.51923076923077e-05,0,442204,2,13,0,0,0,1,0,15.2,7793,-3,0,79,3,0.0,0,0.0,12,0,7,0,2,4.5,459504,0,477,0,1,1395,1140,0,0,417,Middlesbrough,West Brom,Everton,Sunderland,Chelsea,0.0,6.5,5.6,4.7,5.7,4.1,5.6,6.0,4.6,6.0
Hiram,Boateng,MID,CRY,4500000,0,0,0.0,0.0,0.0,0,670,0,0,0,0,0,0,0,0.0,7,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,546,0,0,0,0,0,3,0,0,0,Watford,Chelsea,Southampton,Arsenal,Leicester,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
