FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
Abdoulaye,Doucoure,MID,WAT,5400000,3,58,4.5,8.33333333333333e-07,1.07407407407407e-05,0,557420,3,21,0,0,0,4,0,10.7,77071,4,0,58,-4,0.6,0,3.0,10,0,5,0,0,15.7,1258677,0,0,0,1,1170,15517,0,0,273,Man Utd,Tottenham,Burnley,Crystal Palace,Huddersfield,4.4,3.8,5.3,4.9,5.3,4.5,4.5,4.9,3.8,4.0,5.2,4.9,3.5,5.2,5.7,4.7,4.1,3.8,4.8,4.0,5.0,5.3,4.7,5.0,3.6,73.5
Aleksandar,Dragovic,DEF,LEI,4900000,0,0,0.0,0.0,0.0,0,921,0,0,0,0,0,0,0,0.0,45,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,969,0,0,0,0,0,28,0,0,0,Tottenham,Burnley,Newcastle,Southampton,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daniel,Drinkwater,MID,CHE,4800000,2,5,0.384615384615385,8.01282051282051e-08,1.04166666666667e-06,0,14944,0,1,0,0,0,0,0,1.0,227,-2,0,5,2,0.3,0,1.3,0,0,0,0,0,0.2,6896,0,0,0,0,118,545,0,0,16,Swansea,Newcastle,West Ham,Huddersfield,Southampton,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,7.6
Shane,Duffy,DEF,BHA,4600000,1,42,3.2,6.956521739130439e-07,9.13043478260869e-06,0,50191,4,13,0,0,0,0,0,9.1,4940,1,0,42,-1,0.7,0,3.0,5,0,5,0,0,2.8,169543,0,0,0,1,1152,13971,0,0,218,Crystal Palace,Liverpool,Huddersfield,Tottenham,Burnley,4.8,4.0,3.0,2.9,3.4,3.4,3.1,2.6,3.3,3.1,3.1,3.0,4.2,2.9,3.0,4.2,2.1,2.2,3.1,4.4,3.6,3.5,3.1,3.6,2.5,55.2
Paul,Dummett,DEF,NEW,4200000,0,1,0.0769230769230769,1.83150183150183e-08,2.38095238095238e-07,0,35647,0,0,0,0,0,0,0,0.2,205,-3,0,1,3,0.0,0,0.0,0,0,0,0,0,0.1,1140,0,0,0,0,7,112,0,0,4,West Brom,Chelsea,Leicester,Everton,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5
Lewis,Dunk,DEF,BHA,4400000,0,31,2.4,5.454545454545451e-07,7.04545454545455e-06,0,72047,2,14,0,0,0,0,0,7.0,4447,-1,0,31,1,0.5,0,2.0,0,0,4,0,0,2.4,112089,2,0,0,0,1170,13325,0,0,208,Crystal Palace,Liverpool,Huddersfield,Tottenham,Burnley,3.6,2.7,1.9,1.8,2.2,2.2,2.0,1.6,2.1,2.0,2.0,1.9,2.8,1.8,1.9,2.8,1.3,1.3,2.0,3.0,2.7,2.3,2.0,2.4,1.5,54.0
Nathan,Dyer,MID,SWA,4400000,0,6,0.46153846153846206,1.04895104895105e-07,1.36363636363636e-06,0,5180,1,3,0,0,0,0,0,1.4,476,-1,0,6,1,0.2,0,1.0,0,0,0,0,0,0.1,7653,0,0,0,0,236,228,0,0,25,Chelsea,Stoke,West Brom,Man City,Everton,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,9.4
,Ederson,GLK,MCI,5500000,2,50,3.8,6.90909090909091e-07,9.09090909090909e-06,0,151994,0,8,0,16,0,0,0,9.1,5913,0,0,50,0,0.6,0,3.3,2,0,6,0,0,5.1,157141,0,0,0,0,1125,6512,0,0,217,Southampton,West Ham,Man Utd,Swansea,Tottenham,4.0,5.1,2.7,4.0,4.3,4.0,3.7,4.6,4.1,3.5,4.3,4.9,4.3,3.7,3.1,3.7,4.1,4.9,3.1,4.3,4.1,3.6,4.2,5.3,4.2,14.7
,Eduardo,GLK,CHE,4800000,0,0,0.0,0.0,0.0,0,2662,0,0,0,0,0,0,0,0.0,60,-2,0,0,2,0.0,0,0.0,0,0,0,0,0,0.1,679,0,0,0,0,0,16,0,0,0,Swansea,Newcastle,West Ham,Huddersfield,Southampton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thomas,Edwards,DEF,STK,4000000,0,0,0.0,0.0,0.0,0,943,0,3,0,0,0,0,0,0.0,160,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,2205,0,0,0,0,52,175,0,0,12,Liverpool,Swansea,Tottenham,Burnley,West Ham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3
Robert,Elliot,GLK,NEW,4200000,1,42,3.2,7.61904761904762e-07,1e-05,0,203062,0,17,0,31,0,0,0,10.0,15462,2,0,42,-2,0.5,0,2.0,2,0,3,0,0,26.4,718104,0,0,0,2,1170,12163,0,0,212,West Brom,Chelsea,Leicester,Everton,Arsenal,3.0,3.0,3.1,3.1,2.1,2.9,2.6,4.1,2.8,3.0,2.1,3.5,3.6,3.6,2.6,2.4,3.4,2.8,4.5,2.3,4.2,2.0,4.1,3.7,3.1,25.0
Mohamed,Elneny,MID,ARS,4300000,0,11,0.8461538461538459,1.96779964221825e-07,2.55813953488372e-06,0,192480,1,5,0,0,0,0,0,2.6,6305,-2,0,11,2,0.0,0,0.0,0,0,1,0,1,2.5,156532,0,0,0,0,263,4874,0,0,54,Huddersfield,Man Utd,Southampton,West Ham,Newcastle,0.6,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.6,0.4,0.7,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.6,0.4,0.4,0.4,14.8
Christian,Eriksen,MID,TOT,9400000,2,67,5.2,5.53191489361702e-07,7.1276595744680895e-06,0,1079360,0,8,0,0,0,3,0,7.1,165823,-1,1,67,1,0.2,0,2.3,10,0,7,0,3,18.4,1152608,0,0,0,2,1103,4329,-1,0,267,Leicester,Watford,Stoke,Brighton,Man City,5.6,5.9,6.1,5.9,4.0,5.8,5.9,7.1,7.0,7.5,5.8,6.3,4.0,7.2,5.3,7.3,6.2,7.0,5.7,5.3,4.3,4.9,4.8,5.6,6.4,113.2
Jonny,Evans,DEF,WBA,4900000,2,20,2.0,4.08163265306122e-07,4.08163265306122e-06,0,41463,3,17,0,0,0,1,0,4.1,1069,-1,0,20,1,0.3,0,1.3,0,0,1,0,0,0.7,35908,0,0,0,0,841,1716,0,0,158,Newcastle,Crystal Palace,Swansea,Liverpool,Man Utd,1.8,3.0,1.3,1.1,1.8,1.3,1.5,2.2,1.4,2.1,1.0,1.0,1.6,1.4,2.4,1.9,1.5,1.2,1.7,1.4,1.0,2.1,1.2,1.8,2.2,27.3
Lukasz,Fabianski,GLK,SWA,4600000,9,57,4.4,9.56521739130435e-07,1.23913043478261e-05,0,160120,0,15,0,51,0,0,0,12.4,8119,1,0,57,-1,1.0,0,4.7,5,0,5,0,0,7.8,329793,0,0,0,2,1170,6509,0,0,278,Chelsea,Stoke,West Brom,Man City,Everton,5.4,5.2,5.8,3.7,4.0,6.5,4.6,6.3,5.1,4.8,5.8,5.9,4.4,4.9,5.5,6.0,5.3,4.8,3.6,5.4,4.5,4.1,4.5,4.9,5.2,35.4
Cesc,Fabregas,MID,CHE,6900000,1,40,3.3,4.78260869565217e-07,5.79710144927536e-06,0,509374,1,9,0,0,0,1,0,5.8,15900,-1,0,40,1,0.6,0,4.0,3,0,5,0,3,4.9,333142,0,0,0,1,879,15421,0,1,208,Swansea,Newcastle,West Ham,Huddersfield,Southampton,3.3,3.4,3.1,3.0,2.6,3.8,2.6,2.8,2.4,3.0,2.7,3.2,3.3,3.2,2.0,2.1,3.6,3.2,2.5,3.5,3.2,3.6,4.0,2.8,3.3,94.7
Adam,Federici,GLK,BOU,4000000,0,0,0.0,0.0,0.0,0,108118,0,0,0,0,0,0,0,0.0,2242,0,0,0,0,0.0,0,0.0,0,0,0,0,0,2.8,12118,0,0,0,0,0,106,0,0,0,Burnley,Southampton,Crystal Palace,Man Utd,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sofiane,Feghouli,MID,WHU,5500000,0,0,0.0,0.0,0.0,0,1389,0,0,0,0,0,0,0,0.0,5,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,75,0,0,0,0,0,0,0,0,0,Everton,Man City,Chelsea,Arsenal,Stoke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marouane,Fellaini,MID,MUN,4900000,1,32,2.46153846153846,5.02354788069074e-07,6.53061224489796e-06,0,166593,1,0,0,0,0,3,0,6.5,6120,-1,0,32,1,0.1,0,0.7,3,0,3,0,0,1.2,188078,0,0,0,1,373,1515,0,0,110,Watford,Arsenal,Man City,Bournemouth,West Brom,1.4,1.2,1.5,2.7,1.2,1.3,2.3,2.2,1.6,2.3,1.3,1.2,2.9,1.4,1.9,1.2,2.4,1.3,2.7,1.2,2.6,1.5,2.9,1.2,1.7,43.7
Leroy,Fer,MID,SWA,5300000,1,23,1.9,3.58490566037736e-07,4.3396226415094295e-06,0,34435,4,13,0,0,0,0,0,4.3,683,-2,1,23,2,0.3,0,1.7,0,0,3,0,1,0.2,16093,0,0,0,0,867,52,-1,0,112,Chelsea,Stoke,West Brom,Man City,Everton,1.3,1.2,1.4,1.0,1.6,1.6,1.0,1.3,1.1,1.3,1.2,1.6,1.3,1.1,1.0,1.6,1.2,1.1,1.0,1.2,1.8,1.0,1.0,1.5,1.2,31.8
Edimilson,Fernandes,MID,WHU,4400000,0,7,0.538461538461538,1.22377622377622e-07,1.59090909090909e-06,0,12909,1,11,0,0,0,0,0,1.6,386,-1,0,7,1,0.1,0,0.3,0,0,0,0,0,0.2,6053,0,0,0,0,322,102,0,0,33,Everton,Man City,Chelsea,Arsenal,Stoke,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,9.2
Federico,Fernandez,DEF,SWA,4500000,0,37,3.1,6.88888888888889e-07,8.22222222222222e-06,0,131925,1,15,0,0,0,0,0,8.2,25533,0,0,37,0,0.2,0,0.7,6,0,4,0,0,2.6,172857,1,0,0,0,1080,98,0,0,219,Chelsea,Stoke,West Brom,Man City,Everton,0.0,0.0,3.6,2.1,2.3,4.6,2.7,4.0,3.0,2.8,3.6,3.7,2.5,2.9,3.4,3.7,3.2,2.8,2.0,3.3,2.6,2.4,2.6,2.9,3.1,35.2
,Fernandinho,MID,MCI,5200000,1,51,3.9,7.5e-07,9.80769230769231e-06,0,237259,4,8,0,0,0,2,0,9.8,29412,2,0,51,-2,0.6,0,3.0,3,0,7,0,3,8.2,531860,0,0,0,1,1139,25381,0,0,255,Southampton,West Ham,Man Utd,Swansea,Tottenham,3.7,4.7,2.4,4.9,3.6,4.4,4.0,3.5,2.9,2.6,4.6,4.4,3.9,4.1,2.9,3.3,3.6,3.7,4.5,4.1,3.4,4.5,3.8,4.9,3.9,69.7
,Fernando,MID,MCI,4500000,0,0,0.0,0.0,0.0,0,4119,0,0,0,0,0,0,0,0.0,31,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,425,0,0,0,0,0,8,0,0,0,Southampton,West Ham,Man Utd,Swansea,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sam,Field,MID,WBA,4500000,3,9,0.6923076923076921,1.53846153846154e-07,2e-06,0,13899,0,0,0,0,0,0,0,2.0,266,0,0,9,0,0.2,0,1.0,0,0,3,0,0,0.2,15440,0,0,0,0,220,71,0,0,21,Newcastle,Crystal Palace,Swansea,Liverpool,Man Utd,0.3,0.4,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,3.8
Roberto,Firmino,FWD,LIV,8500000,0,52,4.3,5.05882352941176e-07,6.11764705882353e-06,0,1576012,0,12,0,0,0,3,0,6.1,61410,0,0,52,0,0.3,0,2.3,8,0,5,0,3,17.5,1292099,0,0,0,1,874,40612,0,0,203,Stoke,Brighton,Everton,West Brom,Bournemouth,4.7,3.8,6.4,6.2,3.7,2.3,5.0,5.8,3.5,5.0,3.8,3.2,4.9,3.8,6.2,6.0,2.4,4.7,4.2,4.5,5.5,4.1,6.4,3.2,5.9,94.7
Jon,Flanagan,DEF,LIV,4500000,0,0,0.0,0.0,0.0,0,707,0,0,0,0,0,0,0,0.0,43,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,628,0,0,0,0,0,33,0,0,0,Stoke,Brighton,Everton,West Brom,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ashley,Fletcher,FWD,WHU,4500000,0,0,0.0,0.0,0.0,0,29831,0,0,0,0,0,0,0,0.0,273,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.3,4831,0,0,0,0,0,171,0,0,0,Everton,Man City,Chelsea,Arsenal,Stoke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Darren,Fletcher,MID,STK,4900000,2,36,2.8,5.714285714285711e-07,7.346938775510201e-06,0,38267,0,26,0,0,0,1,0,7.3,2385,-1,0,36,1,0.4,0,2.0,3,0,2,0,0,0.7,23830,0,0,0,1,1170,606,0,0,180,Liverpool,Swansea,Tottenham,Burnley,West Ham,2.5,2.9,1.9,2.2,3.1,2.8,2.0,2.2,3.0,1.4,3.2,1.8,2.4,2.3,2.1,2.2,1.5,3.4,1.5,2.3,2.1,2.4,1.4,3.1,2.9,49.5
Phil,Foden,MID,MCI,4700000,0,0,0.0,0.0,0.0,0,2055,0,0,0,0,0,0,0,0.0,37,-3,0,0,3,0.0,0,0.0,0,0,0,0,0,0.0,537,0,0,0,0,0,24,0,0,0,Southampton,West Ham,Man Utd,Swansea,Tottenham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jose,Fonte,DEF,WHU,4800000,0,34,2.6153846153846203,5.44871794871795e-07,7.08333333333333e-06,0,127910,0,11,0,0,0,0,0,6.9,5207,-2,1,34,2,0.0,0,0.0,3,0,3,0,2,1.3,76570,0,0,0,0,688,22,-1,0,156,Everton,Man City,Chelsea,Arsenal,Stoke,0.0,1.4,2.4,3.3,1.9,2.8,1.8,1.9,3.2,2.0,2.6,3.9,2.2,2.6,1.6,1.9,2.7,2.8,2.6,2.1,2.8,1.4,2.0,1.5,2.4,33.4
Fraser,Forster,GLK,SOU,5100000,2,55,4.2,8.235294117647059e-07,1.0784313725490199e-05,0,262236,0,15,0,35,0,0,0,10.8,26455,1,0,55,-1,0.4,0,2.0,5,0,4,0,0,8.2,329223,0,0,1,1,1170,952,0,0,229,Man City,Bournemouth,Arsenal,Leicester,Chelsea,3.8,4.5,5.6,4.2,5.0,6.0,4.8,3.3,6.2,5.9,4.8,5.5,5.0,5.5,5.0,4.9,4.4,4.6,4.9,3.7,4.2,4.0,4.6,3.7,3.6,26.3
Ben,Foster,GLK,WBA,4400000,2,34,2.8,6.36363636363636e-07,7.727272727272729e-06,0,434734,2,18,0,28,0,0,0,7.7,14205,-1,0,34,1,0.4,0,1.7,1,0,3,0,0,11.2,293602,0,0,0,0,1080,4514,0,0,187,Newcastle,Crystal Palace,Swansea,Liverpool,Man Utd,3.0,4.2,2.2,1.9,3.0,2.3,2.5,3.5,2.4,3.4,1.6,1.7,2.7,2.5,3.7,3.1,2.5,2.1,2.8,2.5,1.4,3.4,2.1,2.9,3.1,20.2
Timothy,Fosu-Mensah,DEF,CRY,4400000,0,12,1.3,2.95454545454545e-07,2.7272727272727298e-06,0,69606,0,15,0,0,0,0,0,2.7,1823,-1,1,12,1,0.2,0,0.7,0,0,0,0,0,0.9,29113,0,0,0,0,701,307,-1,0,130,Brighton,West Brom,Bournemouth,Watford,Leicester,0.6,0.6,0.9,0.9,0.6,0.6,1.2,0.6,0.6,0.9,0.6,0.6,1.0,0.6,1.0,1.0,0.6,0.6,1.2,0.6,1.2,0.8,0.8,0.6,1.2,21.1
Juan,Foyth,DEF,TOT,4500000,0,0,0.0,0.0,0.0,0,785,0,0,0,0,0,0,0,0.0,40,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,922,0,0,0,0,0,31,0,0,0,Leicester,Watford,Stoke,Brighton,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Simon,Francis,DEF,BOU,4400000,0,20,1.53846153846154,3.4965034965035e-07,4.54545454545455e-06,0,121928,3,8,0,0,0,0,0,4.5,2051,-1,0,20,1,0.3,0,1.3,1,0,2,0,0,1.2,42172,0,0,0,0,802,1952,0,1,140,Burnley,Southampton,Crystal Palace,Man Utd,Liverpool,1.0,1.0,1.8,0.8,1.3,0.8,1.4,0.9,1.0,1.4,1.0,1.0,1.1,1.0,1.1,0.8,1.1,1.3,1.3,2.3,0.8,1.1,1.0,0.9,1.0,30.1
Ryan,Fraser,MID,BOU,5100000,0,8,0.615384615384615,1.20663650075415e-07,1.56862745098039e-06,0,57327,0,5,0,0,0,0,0,1.6,439,-4,0,8,4,0.0,0,0.0,0,0,0,0,0,0.3,7365,0,0,0,0,270,45,0,0,32,Burnley,Southampton,Crystal Palace,Man Utd,Liverpool,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,14.3
Christian,Fuchs,DEF,LEI,4900000,2,36,3.3,6.73469387755102e-07,7.346938775510201e-06,0,131674,1,15,0,0,0,0,0,7.3,5739,-1,0,36,1,0.3,0,1.3,6,0,3,0,1,2.6,70020,0,0,0,1,990,1219,0,0,193,Tottenham,Burnley,Newcastle,Southampton,Crystal Palace,3.6,3.5,2.8,3.2,4.9,3.7,4.0,2.7,4.6,3.3,3.5,2.3,3.1,2.4,3.7,3.4,3.3,4.3,3.4,3.7,3.3,3.4,3.8,4.3,3.1,36.1
Jay,Fulton,MID,SWA,4400000,0,0,0.0,0.0,0.0,0,2941,1,0,0,0,0,0,0,0.0,94,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.1,3206,0,0,0,0,16,25,0,0,-2,Chelsea,Stoke,West Brom,Man City,Everton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ramiro,Funes Mori,DEF,EVE,4900000,0,0,0.0,0.0,0.0,0,857,0,0,0,0,0,0,0,0.0,20,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,269,0,0,0,0,0,15,0,0,0,West Ham,Huddersfield,Liverpool,Newcastle,Swansea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Manolo,Gabbiadini,FWD,SOU,6600000,0,35,2.9,4.39393939393939e-07,5.3030303030303e-06,0,425086,1,8,0,0,0,3,0,5.3,22215,-4,0,35,4,0.2,0,1.0,4,0,4,0,0,2.2,240657,0,0,0,1,671,2460,0,0,110,Man City,Bournemouth,Arsenal,Leicester,Chelsea,2.5,2.6,2.9,2.9,2.3,3.1,2.2,1.7,4.0,3.0,2.2,3.0,2.9,3.0,2.4,3.4,2.6,2.6,2.6,1.6,1.8,2.7,2.7,3.3,2.3,34.3
,Gabriel,DEF,ARS,5000000,0,0,0.0,0.0,0.0,0,1874,0,0,0,0,0,0,0,0.0,21,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,305,0,0,0,0,0,2,0,0,0,Huddersfield,Man Utd,Southampton,West Ham,Newcastle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,Gamez,DEF,NEW,4000000,0,9,0.6923076923076921,1.73076923076923e-07,2.25e-06,0,142355,0,0,0,0,0,0,0,2.3,5459,0,0,9,0,0.0,0,0.0,2,0,1,0,0,2.9,179395,0,0,0,0,97,1171,0,0,38,West Brom,Chelsea,Leicester,Everton,Arsenal,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.7,0.3,0.3,0.3,0.3,0.3,0.5,0.3,0.4,0.3,0.4,0.3,0.3,8.4
Dwight,Gayle,FWD,NEW,6100000,2,19,1.46153846153846,2.39596469104666e-07,3.1147540983606602e-06,0,103815,1,12,0,0,0,1,0,3.1,1637,-4,0,19,4,0.5,0,3.0,1,0,0,0,0,0.7,23279,0,0,0,0,465,1997,0,0,51,West Brom,Chelsea,Leicester,Everton,Arsenal,0.8,0.7,1.1,1.5,0.7,0.7,0.8,1.1,1.0,0.8,0.7,0.8,0.9,1.1,0.7,0.7,0.9,0.7,1.2,0.8,1.1,1.0,1.3,0.9,0.7,33.2
Paulo,Gazzaniga,GLK,TOT,4400000,0,9,0.6923076923076921,1.57342657342657e-07,2.04545454545455e-06,0,2344,0,0,0,3,0,0,0,2.0,539,-1,1,9,1,0.7,0,3.0,2,0,1,0,0,0.1,4851,0,0,0,0,90,147,-1,0,26,Leicester,Watford,Stoke,Brighton,Man City,0.3,0.4,0.3,0.4,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.4,0.7,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,2.7
Kieran,Gibbs,DEF,WBA,5000000,1,17,1.7,3.4e-07,3.4e-06,0,16830,1,16,0,0,0,0,0,3.4,728,0,0,17,0,0.2,0,1.0,0,0,1,0,0,0.4,22179,0,0,0,0,837,1049,0,0,113,Newcastle,Crystal Palace,Swansea,Liverpool,Man Utd,1.4,2.6,1.0,0.8,1.4,1.0,1.1,1.7,1.1,1.6,0.8,0.8,1.2,1.1,1.9,1.5,1.1,0.9,1.3,1.1,0.8,1.6,0.9,1.4,1.9,30.5
Olivier,Giroud,FWD,ARS,8200000,0,14,1.07692307692308,1.31332082551595e-07,1.70731707317073e-06,0,89572,0,3,0,0,0,1,0,1.7,967,-3,0,14,3,0.0,0,0.3,0,0,0,0,0,1.1,30652,0,0,0,0,176,875,0,0,51,Huddersfield,Man Utd,Southampton,West Ham,Newcastle,0.9,0.8,0.5,0.5,0.8,0.8,0.5,0.5,0.5,0.5,1.2,0.5,1.1,0.5,0.6,0.5,0.5,0.5,1.0,0.6,0.5,0.9,0.5,0.6,0.5,22.2
Connor,Goldson,DEF,BHA,3900000,0,0,0.0,0.0,0.0,0,31511,0,0,0,0,0,0,0,0.0,1380,-1,0,0,1,0.0,0,0.0,0,0,0,0,0,1.0,31958,0,0,0,0,0,1346,0,0,0,Crystal Palace,Liverpool,Huddersfield,Tottenham,Burnley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Heurelho,Gomes,GLK,WAT,4500000,8,46,3.5,7.77777777777778e-07,1.02222222222222e-05,0,64860,0,18,0,34,0,0,0,10.2,2160,0,0,46,0,1.2,0,5.3,4,0,5,0,0,2.2,82580,0,0,0,0,1138,4025,0,0,247,Man Utd,Tottenham,Burnley,Crystal Palace,Huddersfield,3.4,3.3,4.2,4.6,4.3,4.3,2.8,2.7,3.2,3.0,3.3,4.0,2.8,4.1,2.8,3.9,3.1,3.5,3.1,3.2,4.1,4.8,4.0,3.3,2.7,25.6
Joseph,Gomez,DEF,LIV,4600000,2,38,3.8,8.260869565217391e-07,8.26086956521739e-06,0,129200,2,10,0,0,0,0,0,8.3,7917,1,0,38,-1,0.3,0,1.3,5,0,4,0,1,4.6,310553,0,0,0,2,811,10283,0,0,215,Stoke,Brighton,Everton,West Brom,Bournemouth,3.2,3.6,4.3,5.4,3.0,2.4,4.2,4.3,3.4,3.7,3.1,3.3,4.8,3.3,5.6,4.9,2.0,4.7,3.7,2.3,4.6,3.5,4.9,3.4,5.4,37.2
Dan,Gosling,MID,BOU,4800000,1,11,0.8461538461538459,1.76282051282051e-07,2.29166666666667e-06,0,3338,0,8,0,0,0,0,0,2.3,75,-2,1,11,2,0.1,0,0.7,0,0,0,0,0,0.1,1256,0,0,0,0,367,38,-1,0,49,Burnley,Southampton,Crystal Palace,Man Utd,Liverpool,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,10.0
